Series ID,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25
228_0,52,53,53,51,53,53,53,51,52,56,59,53,51,53,52,52,53,54,53,52,53,56,58,58,59,58,58,,,
228_1,46,46,46,44,45,46,46,45,44,49,50,47,44,44,47,46,47,47,46,45,47,50,50,53,53,51,52,,,
229_0,72,72,72,73,75,75,75,74,75,75,74,70,70,71,70,71,70,71,70,71,71,73,75,76,68,68,67,,,
229_1,55,55,55,55,57,57,57,57,57,57,56,53,54,53,53,54,54,54,54,54,54,56,59,60,57,57,56,,,
230_0,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,75,76,80,84,85,70,68,67,,,
230_1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,58,60,60,53,53,53,,,
231_0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,59,59,59,59,59,59,62,63,62,57,58,57,,,
231_1,50,50,50,51,51,51,51,50,51,51,51,51,51,51,51,52,50,50,51,51,51,55,57,56,51,51,50,,,
232_0,67,67,66,67,67,67,67,67,66,68,68,69,67,67,67,66,66,66,66,67,63,64,65,65,61,61,60,,,
232_1,61,61,61,61,61,61,61,61,60,62,62,62,61,60,61,60,60,60,60,61,57,59,62,63,55,54,54,,,
233_0,85,85,85,84,85,85,85,84,85,86,86,86,85,85,86,86,85,85,85,85,85,87,87,87,76,77,77,,,
233_1,54,54,54,54,54,54,54,54,54,56,54,54,54,54,55,55,54,54,54,54,54,56,57,57,53,55,55,,,
234_0,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,66,66,66,66,67,68,68,67,70,71,71,,,
234_1,51,50,51,51,51,51,51,51,51,51,51,51,51,52,51,51,51,51,50,51,52,53,55,54,56,57,57,,,
235_0,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,43,44,45,49,49,49,,,
235_1,30,29,30,30,31,31,31,31,32,31,31,31,32,32,32,32,32,32,32,32,33,38,39,40,42,43,42,,,
236_0,65,65,65,65,65,65,65,65,65,66,66,65,65,66,66,66,66,66,66,66,66,71,72,72,62,61,61,,,
236_1,54,54,54,54,54,54,54,54,54,54,55,55,54,55,55,55,55,55,55,55,55,63,64,66,56,56,56,,,
237_0,79,79,79,79,79,79,79,79,79,80,79,79,79,79,80,80,80,80,80,80,81,85,87,87,72,71,72,,,
237_1,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,53,56,57,58,53,53,55,,,
238_0,63,63,63,63,63,63,63,63,63,63,63,63,62,63,63,63,64,64,63,64,64,69,71,71,63,61,62,,,
238_1,45,45,45,45,46,45,45,45,45,45,45,45,45,45,45,45,46,46,45,46,46,52,51,52,48,48,49,,,
239_0,49,49,49,49,50,52,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,52,53,57,56,57,56,,,
239_1,42,42,42,42,42,44,42,42,42,42,42,42,42,42,43,42,42,42,42,42,43,45,47,51,50,51,50,,,
240_0,86,86,86,86,86,86,86,85,85,86,86,86,85,86,86,85,85,85,86,85,86,87,87,92,72,72,72,,,
240_1,54,54,54,54,54,54,53,53,53,54,54,53,53,53,54,53,53,54,54,54,54,55,57,61,54,54,54,,,
241_0,66,66,66,65,66,69,65,64,66,67,66,66,64,66,67,66,65,65,66,66,67,69,68,76,66,66,65,,,
241_1,49,49,49,50,49,52,49,49,49,49,49,49,49,50,49,49,49,49,49,49,50,52,53,58,54,54,53,,,
242_0,72,72,72,72,72,76,73,72,72,72,72,72,72,72,73,71,71,72,72,71,72,74,74,81,73,73,73,,,
242_1,56,56,56,56,56,59,56,57,56,56,56,56,57,56,56,56,55,56,56,56,56,59,59,65,61,61,60,,,
243_0,62,62,62,63,61,62,61,61,61,62,62,61,62,61,62,62,62,62,62,62,63,68,70,71,60,61,60,,,
243_1,47,47,47,48,48,47,47,47,47,47,47,47,47,47,47,48,48,48,47,48,49,52,53,53,51,53,51,,,
244_0,69,69,68,69,69,68,69,68,68,69,68,69,68,69,69,69,68,69,69,69,69,72,74,74,65,64,63,,,
244_1,55,56,57,55,56,56,56,56,56,55,56,57,56,56,56,56,56,56,55,56,57,60,63,64,54,55,53,,,
245_0,61,61,61,61,61,61,61,61,62,62,62,62,62,62,61,62,62,62,62,62,63,67,67,68,61,60,59,,,
245_1,46,46,46,47,47,46,46,47,46,47,47,47,47,47,47,47,47,47,47,47,48,53,52,53,49,49,48,,,
246_0,76,76,76,76,75,76,75,74,76,76,76,76,75,75,76,75,77,77,75,76,75,79,81,80,74,75,74,,,
246_1,59,59,58,59,57,59,58,58,59,58,59,58,58,58,59,58,59,59,59,59,58,62,63,63,59,60,60,,,
247_0,81,81,82,82,82,83,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,87,88,87,74,72,71,,,
247_1,55,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,60,60,60,55,56,55,,,
248_0,70,71,70,69,70,70,70,71,70,71,70,71,70,70,70,71,71,71,70,71,73,75,76,76,64,64,62,,,
248_1,55,56,55,55,55,55,55,56,56,56,55,57,55,56,56,57,57,56,56,56,59,61,62,62,54,55,52,,,
249_0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,67,67,68,69,72,74,73,65,63,62,,,
249_1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,53,53,54,55,59,62,62,54,54,52,,,
250_0,69,70,70,70,59,67,69,68,69,69,68,72,60,71,72,73,72,74,72,62,68,75,79,78,67,66,65,,,
250_1,53,54,54,54,46,53,54,53,53,53,53,55,46,55,55,56,56,56,55,47,54,59,61,60,54,55,54,,,
251_0,80,80,80,80,80,80,80,80,80,80,81,81,80,81,81,81,81,81,81,81,81,85,88,86,73,71,71,,,
251_1,59,60,59,60,60,60,60,59,60,60,59,60,60,60,61,61,61,61,60,60,61,64,66,65,57,56,57,,,
252_0,37,36,37,37,37,37,37,37,37,37,37,37,37,40,40,40,37,41,38,37,38,43,45,46,49,50,49,,,
252_1,31,31,32,32,32,32,32,32,32,32,32,32,32,32,33,32,33,33,33,32,34,38,41,41,44,44,43,,,
253_0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,64,66,67,59,59,58,,,
253_1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,44,44,44,45,45,50,52,53,48,49,47,,,
254_0,64,64,64,64,64,64,65,64,64,64,64,64,64,65,65,65,65,65,65,65,65,71,75,77,67,65,65,,,
254_1,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,55,57,58,52,52,52,,,
255_0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,70,74,75,62,60,59,,,
255_1,69,68,68,69,68,69,69,69,69,69,68,69,69,69,69,69,69,69,69,69,70,74,76,79,61,59,58,,,
256_0,79,78,78,78,78,79,78,78,79,79,79,79,80,79,79,80,79,80,80,79,79,83,85,86,73,72,71,,,
256_1,57,57,57,57,58,57,57,57,57,57,58,57,58,57,57,58,58,58,59,58,57,64,65,65,55,56,55,,,
257_0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,72,73,73,72,74,80,81,81,65,61,60,,,
257_1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68,67,66,67,66,66,69,75,75,75,59,57,56,,,
258_0,78,79,78,79,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,80,86,87,88,69,65,63,,,
258_1,50,51,50,50,50,50,50,50,50,50,50,51,50,51,51,51,51,51,51,51,52,57,58,59,51,50,48,,,
259_0,74,75,74,74,74,74,74,74,74,74,74,74,74,74,76,75,75,75,75,75,76,80,81,82,70,67,66,,,
259_1,68,69,68,68,68,68,68,68,68,68,68,68,67,68,70,68,69,68,67,69,69,73,74,76,63,63,60,,,
260_0,72,72,72,72,72,72,72,72,72,72,72,72,71,72,73,72,72,72,72,73,73,76,76,76,73,73,73,,,
260_1,55,54,55,55,54,54,55,54,54,55,54,54,55,55,56,55,55,55,55,55,55,60,60,60,58,58,58,,,
261_0,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,80,82,82,74,73,72,,,
261_1,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,59,62,62,56,57,56,,,
262_0,81,81,81,81,81,81,81,81,80,81,81,81,81,81,81,82,81,81,81,81,81,85,87,87,71,69,67,,,
262_1,56,56,56,56,56,57,57,57,56,56,57,56,56,57,57,57,57,57,56,57,57,60,62,62,55,55,54,,,
263_0,63,64,64,64,64,64,64,64,65,64,65,65,64,64,65,65,65,65,65,65,65,69,70,71,61,62,61,,,
263_1,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,57,56,56,56,60,62,63,55,56,54,,,
264_0,75,75,75,75,76,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,77,79,81,82,70,70,70,,,
264_1,56,56,55,55,57,56,56,56,56,56,57,57,57,57,57,56,57,56,56,57,58,61,63,65,54,55,55,,,
265_0,77,77,76,76,77,76,76,76,77,77,77,77,77,76,77,77,77,77,77,77,77,80,82,81,70,70,70,,,
265_1,62,61,62,62,63,62,62,62,62,63,63,61,62,62,62,63,62,62,63,62,62,65,68,68,59,61,60,,,
266_0,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,84,87,88,72,71,70,,,
266_1,54,54,54,55,55,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,59,61,61,54,55,54,,,
267_0,66,66,65,65,65,65,66,66,66,66,66,66,65,66,66,66,66,66,66,66,67,71,71,71,62,60,59,,,
267_1,52,52,51,51,51,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,54,58,58,58,52,51,50,,,
268_0,49,49,50,50,46,50,50,50,45,50,50,50,50,49,50,50,50,49,50,51,51,55,60,62,51,49,47,,,
268_1,39,39,40,40,38,40,40,40,35,41,40,40,41,39,40,40,40,40,41,41,41,46,50,52,43,42,41,,,
269_0,60,60,60,61,60,61,61,61,61,61,61,61,60,61,61,60,61,61,60,61,61,65,65,65,59,60,59,,,
269_1,47,47,47,47,47,47,47,47,47,47,47,47,47,48,47,47,48,48,47,48,47,52,53,53,49,50,48,,,
270_0,83,83,83,83,83,83,83,83,83,83,84,83,83,84,83,83,83,84,83,83,84,88,88,86,72,72,71,,,
270_1,56,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,60,61,61,56,57,55,,,
271_0,69,70,70,70,70,70,70,69,70,70,70,70,69,70,70,69,70,70,69,70,71,74,74,74,65,65,64,,,
271_1,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,50,51,55,55,55,51,52,51,,,
272_0,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,63,67,68,67,59,58,56,,,
272_1,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,53,57,58,58,51,51,49,,,
273_0,44,43,43,43,42,43,43,43,43,44,42,44,41,44,45,45,45,47,46,44,45,47,49,51,52,51,50,,,
273_1,37,35,37,36,34,34,35,36,36,35,36,36,34,38,37,38,38,40,38,36,37,39,42,45,45,44,43,,,
274_0,65,64,65,65,65,64,65,65,65,65,65,65,64,64,64,65,65,65,66,66,66,69,71,71,61,61,60,,,
274_1,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,50,51,52,55,56,56,53,53,52,,,
275_0,81,81,81,81,81,81,81,80,81,81,81,81,80,81,82,82,82,82,82,82,83,87,87,86,74,74,73,,,
275_1,51,52,52,51,51,51,51,52,51,52,53,53,52,53,52,52,52,52,52,52,53,57,58,57,54,54,53,,,
276_0,80,80,81,81,80,80,80,79,81,81,81,80,81,81,80,81,81,83,81,81,81,87,87,87,72,72,71,,,
276_1,50,50,50,50,50,50,50,49,50,50,50,50,50,50,50,50,50,53,51,50,50,55,55,55,52,53,52,,,
277_0,55,56,56,56,56,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,61,61,61,58,58,57,,,
277_1,43,43,43,44,43,43,43,43,43,43,44,43,44,44,44,44,44,44,43,44,44,49,50,50,48,48,47,,,
278_0,74,74,75,75,74,74,74,74,74,74,74,74,74,74,75,75,75,75,74,75,76,82,82,81,70,68,68,,,
278_1,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,72,72,71,72,73,78,77,78,63,62,61,,,
279_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280_0,79,80,79,81,80,79,80,80,79,79,80,80,80,80,80,80,80,80,79,80,77,79,79,79,69,69,69,,,
280_1,52,52,52,53,52,52,52,53,52,52,53,53,52,52,53,52,52,53,53,53,51,55,55,56,53,54,54,,,
281_0,48,48,49,49,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,55,58,59,50,48,47,,,
281_1,41,41,42,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,48,51,52,43,42,40,,,
282_0,51,51,51,51,51,52,51,51,51,52,52,52,51,52,52,52,52,52,52,52,54,58,62,63,52,50,49,,,
282_1,43,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,46,45,45,45,47,51,55,57,47,44,44,,,
283_0,66,66,67,67,67,67,67,66,66,67,66,67,67,67,67,67,67,70,69,67,68,77,83,84,70,70,69,,,
283_1,56,56,57,57,57,57,57,56,57,57,57,57,57,57,57,57,57,60,58,57,59,67,72,72,59,59,58,,,
284_0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,74,72,67,68,74,79,80,70,70,69,,,
284_1,50,50,51,51,51,51,50,50,51,51,51,51,51,51,51,51,51,56,54,51,52,58,62,62,57,58,57,,,
285_0,42,42,42,42,43,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,44,49,52,52,59,60,59,,,
285_1,32,32,33,32,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,36,40,43,43,48,48,47,,,
286_0,80,80,81,84,80,81,81,83,81,81,81,80,81,81,81,81,83,83,83,81,82,82,79,87,70,68,67,,,
286_1,57,56,57,61,57,57,57,61,57,58,57,57,58,58,58,57,62,61,61,58,59,59,62,65,55,56,54,,,
287_0,70,69,70,70,70,69,70,69,69,70,70,69,69,70,70,70,70,70,70,70,70,76,76,76,64,65,63,,,
287_1,49,49,49,49,50,50,50,50,49,50,50,50,49,50,50,50,50,50,50,50,51,55,55,56,52,53,51,,,
288_0,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,76,77,79,70,69,67,,,
288_1,68,67,67,67,66,67,67,67,67,67,67,68,68,68,68,67,68,67,68,69,70,74,76,79,61,61,58,,,
289_0,38,38,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,40,43,45,45,51,51,50,,,
289_1,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34,37,39,39,44,44,42,,,
290_0,80,80,80,80,79,80,80,79,80,80,80,79,79,81,81,80,80,81,81,80,80,85,86,86,74,74,73,,,
290_1,54,54,54,54,54,54,54,55,55,54,54,55,55,55,55,55,55,55,55,54,55,59,61,60,56,56,55,,,
291_0,82,83,82,83,82,82,83,83,82,83,83,83,83,83,83,83,83,83,83,83,83,87,87,86,74,74,72,,,
291_1,52,52,52,53,52,53,53,53,52,53,53,53,53,52,52,52,52,52,52,53,51,56,56,56,52,53,51,,,
292_0,65,65,65,66,65,66,66,65,66,66,66,66,66,66,66,66,66,66,66,67,67,71,71,71,63,62,61,,,
292_1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,55,56,57,62,62,62,54,54,52,,,
293_0,70,71,71,71,71,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,73,76,77,76,74,74,73,,,
293_1,52,52,52,52,52,52,52,52,52,52,52,52,51,53,52,53,53,53,53,52,54,57,59,58,58,58,56,,,
294_0,66,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,68,72,73,72,64,63,62,,,
294_1,53,54,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,59,60,60,54,53,52,,,
295_0,81,81,81,81,81,81,81,80,81,82,82,82,82,82,82,82,82,82,83,82,82,86,87,86,73,72,70,,,
295_1,56,57,56,56,58,57,56,57,56,58,58,57,58,57,57,58,57,58,57,57,57,63,65,64,55,55,53,,,
296_0,55,55,56,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,61,63,63,56,58,57,,,
296_1,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,44,45,45,45,46,50,52,53,46,49,48,,,
297_0,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,81,84,84,68,63,62,,,
297_1,52,52,52,53,53,53,52,53,53,52,53,53,53,53,53,53,52,53,53,53,53,58,60,60,51,50,48,,,
298_0,78,78,78,78,78,78,78,78,78,78,78,78,79,78,78,79,78,79,78,78,79,82,84,84,77,76,75,,,
298_1,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,63,67,69,69,62,62,61,,,
299_0,73,73,73,73,74,73,74,73,74,74,74,74,73,74,74,74,75,74,74,75,74,78,79,80,70,68,68,,,
299_1,60,60,61,61,60,60,61,61,61,61,62,61,61,61,60,61,62,62,61,62,62,65,67,68,57,56,56,,,
300_0,67,67,67,67,67,67,67,66,67,67,66,67,67,66,66,67,67,68,68,67,68,73,78,80,66,61,59,,,
300_1,51,51,51,51,51,51,51,51,51,51,51,51,52,51,51,51,51,51,52,51,52,56,59,59,51,50,48,,,
301_0,64,64,64,64,64,64,64,64,63,64,65,65,64,63,64,64,63,63,64,64,61,65,66,67,60,61,60,,,
301_1,58,59,59,59,58,60,60,59,59,60,61,61,59,59,59,60,59,58,58,60,56,62,64,65,55,55,54,,,
302_0,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,83,86,87,70,68,68,,,
302_1,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,58,64,68,68,56,56,55,,,
303_0,67,67,67,67,67,67,68,68,68,68,67,68,67,67,67,68,67,68,67,68,67,73,75,76,64,64,63,,,
303_1,50,50,50,50,50,50,50,50,50,51,50,50,50,50,50,50,50,50,50,50,51,55,56,58,52,53,52,,,
304_0,75,76,76,76,76,75,77,75,76,77,76,76,75,76,76,76,77,76,76,77,77,82,84,85,69,70,69,,,
304_1,48,47,47,47,47,48,49,48,47,47,47,47,47,47,49,47,48,47,47,47,48,53,54,55,49,52,50,,,
305_0,66,66,66,66,67,67,67,66,67,66,66,67,66,67,67,67,67,67,67,67,68,71,73,74,64,62,61,,,
305_1,52,52,52,52,52,52,52,52,52,52,53,52,52,53,53,53,53,52,53,53,54,58,59,60,52,51,50,,,
306_0,75,75,75,76,75,75,75,74,75,75,75,76,75,75,76,75,76,75,75,75,75,80,84,85,68,65,64,,,
306_1,50,49,50,50,49,50,50,50,50,51,50,50,50,50,50,50,51,50,51,50,50,55,56,57,52,52,51,,,
307_0,73,73,73,72,72,72,72,71,73,73,74,73,73,72,73,73,72,72,74,74,74,77,81,82,69,68,67,,,
307_1,56,55,56,56,56,55,55,56,56,55,56,56,56,55,56,56,56,56,56,57,56,60,61,62,56,57,56,,,
308_0,65,65,65,65,65,65,65,65,65,65,66,66,65,66,66,66,66,66,66,66,66,71,73,74,66,70,70,,,
308_1,48,48,48,48,48,48,48,48,48,48,48,49,48,49,49,49,49,48,49,48,49,53,55,55,51,55,55,,,
309_0,59,60,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,62,66,69,71,61,62,61,,,
309_1,46,48,46,47,47,46,47,47,48,48,48,48,47,48,47,47,48,49,48,47,50,54,55,56,51,51,51,,,
310_0,79,79,79,79,79,79,79,79,79,79,79,79,79,80,79,79,79,79,79,79,80,82,84,86,74,72,71,,,
310_1,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,68,71,73,62,61,60,,,
311_0,68,68,68,68,68,68,68,68,68,68,68,68,68,68,69,69,69,69,69,69,70,74,80,82,67,65,65,,,
311_1,64,64,64,65,65,64,64,64,64,65,64,65,65,65,65,65,65,65,65,65,67,72,78,79,62,61,62,,,
312_0,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,84,87,87,72,71,71,,,
312_1,55,55,55,55,55,55,55,55,55,55,55,56,55,56,56,56,56,56,56,56,56,61,63,63,56,56,56,,,
313_0,70,73,72,71,72,71,73,71,72,71,71,73,71,74,72,75,75,72,72,74,74,78,81,82,68,68,68,,,
313_1,44,43,44,44,44,44,45,44,44,45,45,45,44,46,44,45,44,44,45,45,45,49,52,53,47,49,49,,,
314_0,59,59,59,59,49,57,58,57,58,59,58,60,50,60,61,61,61,60,60,51,59,63,65,77,63,62,63,,,
314_1,47,49,48,48,42,47,48,47,47,48,47,49,42,50,51,51,49,51,49,43,52,53,56,63,54,54,55,,,
315_0,68,68,68,67,66,68,67,64,67,67,66,66,68,67,68,68,68,69,69,69,69,71,74,88,68,67,67,,,
315_1,42,42,43,42,41,42,41,41,42,42,41,41,42,42,42,43,43,42,42,42,43,46,49,55,50,49,51,,,
316_0,61,62,62,61,61,61,61,60,61,61,61,61,61,61,61,62,62,62,62,62,62,64,66,79,67,66,66,,,
316_1,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,48,48,48,49,49,48,51,54,62,57,57,57,,,
317_0,85,85,87,85,85,84,86,84,86,84,86,85,83,86,86,85,85,86,87,87,87,87,88,64,67,79,80,,,
317_1,50,49,53,50,50,49,53,49,52,50,47,49,49,52,52,50,50,52,52,52,54,54,54,44,50,55,55,,,
318_0,69,69,69,69,69,70,69,69,69,69,69,69,69,69,68,69,69,68,69,69,69,75,79,80,65,64,66,,,
318_1,55,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,55,55,55,61,63,64,54,57,58,,,
319_0,74,74,74,74,74,74,74,74,74,74,74,74,74,74,73,73,74,74,74,74,74,77,79,79,67,66,69,,,
319_1,58,58,58,58,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,62,65,65,55,56,60,,,
320_0,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,77,77,78,78,83,86,87,73,70,72,,,
320_1,63,63,63,63,63,63,63,63,63,63,64,63,63,63,63,63,63,63,63,63,63,69,73,74,61,60,63,,,
321_0,50,41,41,41,41,41,41,41,41,71,78,78,78,78,78,78,78,78,78,78,79,82,85,85,72,71,74,,,
321_1,35,31,31,31,31,31,31,31,31,50,53,53,53,53,53,53,53,53,53,53,53,58,61,62,53,53,58,,,
322_0,76,76,76,76,76,76,76,76,76,76,76,77,76,76,77,77,77,77,77,77,77,82,84,85,68,70,74,,,
322_1,49,49,49,49,49,50,50,50,50,50,50,50,50,50,51,51,51,51,51,50,50,55,57,58,53,58,63,,,
323_0,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,67,70,70,70,61,62,65,,,
323_1,52,52,52,52,53,52,53,52,53,53,53,53,53,53,53,53,53,53,54,54,54,58,59,59,53,56,59,,,
324_0,76,76,76,76,76,76,77,76,77,77,77,77,77,77,77,77,77,77,77,77,78,81,81,80,70,71,74,,,
324_1,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,52,51,51,52,51,53,56,56,56,52,56,59,,,
325_0,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,83,87,88,87,73,72,75,,,
325_1,72,72,72,72,72,72,72,72,72,72,73,72,73,73,73,73,73,73,73,73,74,78,79,78,64,65,70,,,
326_0,58,59,59,58,58,58,58,58,58,59,60,59,58,59,60,59,59,59,60,60,59,64,66,66,60,63,69,,,
326_1,44,46,45,45,44,45,45,44,45,45,46,44,45,46,46,45,45,46,47,45,45,51,51,52,49,55,59,,,
327_0,65,68,69,68,60,68,68,68,60,69,69,69,68,68,69,69,69,66,70,70,69,68,72,74,65,68,70,,,
327_1,49,49,50,49,46,50,50,49,45,50,50,50,49,50,50,51,51,49,51,51,50,52,56,57,53,59,60,,,
328_0,75,75,76,74,76,76,75,74,76,76,77,76,75,76,76,76,76,76,77,78,76,79,79,80,77,82,87,,,
328_1,55,55,56,55,56,56,55,55,56,56,56,56,55,56,56,56,56,55,57,57,56,59,59,61,60,65,68,,,
329_0,84,84,84,83,84,85,84,84,84,84,85,84,83,85,85,84,84,84,86,86,85,87,87,88,73,75,79,,,
329_1,56,56,57,55,56,57,56,56,56,56,57,56,55,57,56,56,56,56,57,57,56,60,61,62,56,62,65,,,
330_0,56,55,56,55,55,55,56,55,55,56,55,56,55,55,56,57,56,56,57,56,56,60,63,66,58,63,65,,,
330_1,52,51,52,52,51,51,53,52,52,52,52,52,52,52,52,53,53,52,54,53,53,59,64,68,56,62,66,,,
331_0,73,74,74,74,74,74,74,74,74,75,75,75,75,74,75,75,75,75,75,75,76,81,84,82,68,66,62,,,
331_1,53,54,54,54,54,54,54,54,54,55,55,55,55,54,55,54,54,55,55,54,56,59,61,59,53,53,50,,,
332_0,63,62,63,63,61,63,62,65,62,63,63,63,63,62,63,65,64,65,65,65,64,70,75,79,70,73,74,,,
332_1,46,46,46,45,45,45,46,46,46,46,46,46,46,45,46,48,47,47,48,46,47,51,54,57,52,56,57,,,
333_0,85,85,85,84,84,84,85,85,85,84,85,86,83,83,85,85,84,84,85,85,86,87,89,89,84,88,88,,,
333_1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,55,55,55,55,57,60,61,61,66,66,,,
