Series ID,Thu Mar 21 2019 19:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:25:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:30:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:35:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:40:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:45:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:50:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:55:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:25:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:30:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:35:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:40:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:45:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:50:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:55:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:25:00 GMT-0500 (Central Daylight Time)
355_5,9660,9870,9800,9800,9590,9660,9660,9800,9870,9800,9800,10290,9800,9870,9870,10010,10080,10220,10220,10080,10430,11550,14630,16100,8680,9870,10500,,,
355_6,9800,9800,9800,9870,9450,9380,9660,9800,9800,9800,9660,10080,9660,9870,9870,10010,10220,10220,10080,10010,10290,11480,14420,16030,9380,9870,10290,,,
355_7,9800,9870,9870,9800,9450,9660,9800,9800,9870,9800,9660,10220,9660,9870,10010,10080,10220,10220,10220,10220,10500,11690,14630,16240,8680,9870,10430,,,
355_8,9800,9870,9800,9870,9590,9450,9870,9800,9800,9800,9800,10290,9800,10010,10080,10220,10220,10290,10290,10290,10430,11550,14420,16240,9380,9870,10500,,,
355_9,100.3125,100,100.625,100,100,99.6875,101.5625,99.6875,100.9375,102.8125,100,100.3125,99.375,100,102.5,100,100.9375,99.6875,100,100.625,102.5,100.3125,101.25,101.5625,64.0625,65.625,62.8125,,,
356_0,81,82,80,82,67,75,80,79,81,81,80,84,69,83,85,85,84,85,84,70,76,83,85,85,76,74,79,,,
356_1,63,65,63,66,55,61,64,62,65,64,64,67,55,67,68,68,67,67,67,56,64,68,72,74,65,66,71,,,
356_2,20,19,19,19,18,19,21,18,19,20,20,21,19,21,20,22,21,21,22,22,22,27,33,35,30,39,42,,,
356_3,0.5,0.501111,0.502083,0.500972,0.500694,0.497778,0.498889,0.499306,0.499444,0.499861,0.499444,0.499444,0.492639,0.498056,0.499167,0.499861,0.500278,0.500694,0.501111,0.498889,0.496111,0.499583,0.499722,0.499722,0.5,0.499028,0.499861,0.499861,0.499861,
356_4,68.35723367446901,68.34889634616587,68.25927006690706,68.24259541030077,74.33614023386207,74.3377034829189,68.34524876503325,68.30877295370699,68.23894782916814,68.21966775746714,68.14358963670092,68.56983554619923,74.99843675094317,74.99791566792422,68.64382933488965,68.55941388582029,68.52866998770244,70.17737665964941,69.97675969735498,74.28976384517583,74.28976384517583,74.28976384517583,68.70583821414428,68.6959376367843,68.69958521791692,68.69958521791692,68.75221460283053,68.75221460283053,68.75221460283053,
356_5,9660,9870,9870,9800,9590,9800,9800,9800,9870,9800,9800,10220,9660,9870,10010,10010,10080,10220,10220,10080,10290,11760,14630,15890,9170,9870,10500,,,
356_6,9450,9870,9870,9660,9450,9380,9660,9660,9660,9660,9660,10220,9800,9660,9870,9870,10080,10220,10220,10010,10500,11480,14350,16030,8680,9800,10290,,,
356_7,9660,9800,9870,9800,9450,9800,9800,9660,9870,9660,9660,10220,9660,9870,10010,10010,10080,10220,10080,10220,10290,11760,14630,15890,9170,9870,10430,,,
356_8,9450,10010,9870,9800,9590,9450,9870,9800,9800,9800,9800,10290,9800,9660,10080,10080,10290,10220,10290,10080,10500,11550,14420,16240,8750,9870,10500,,,
356_9,100.9375,97.8125,101.5625,99.375,77.5,97.5,97.8125,96.875,101.25,98.4375,98.4375,99.6875,78.125,105.9375,103.125,101.5625,99.0625,101.25,102.8125,88.75,97.8125,100.3125,102.1875,104.375,65.3125,69.375,69.375,,,
357_0,75,75,76,75,75,75,75,75,75,75,76,76,76,76,76,76,77,77,77,77,77,78,78,76,68,68,67,,,
357_1,56,56,55,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,58,59,58,55,55,54,,,
357_2,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,21,22,24,26,28,28,28,27,,,
357_3,0.499583,0.499306,0.499583,0.499306,0.498889,0.498194,0.498333,0.498889,0.49875,0.499167,0.499167,0.499028,0.499028,0.498056,0.497917,0.499028,0.499167,0.499167,0.500417,0.500417,0.499722,0.499722,0.499028,0.499167,0.499444,0.4975,0.498611,0.498333,0.498333,
357_4,18.32961627446485,18.33117952352169,18.331700606540636,18.331700606540636,18.33222168955958,18.33222168955958,18.33117952352169,18.3290951914459,18.33117952352169,18.331700606540636,18.3369114367301,18.3525439272985,18.33117952352169,18.330137357483796,18.33065844050274,18.3290951914459,18.32961627446485,18.330137357483796,18.3290951914459,18.3290951914459,18.32805302540801,18.3290951914459,18.33065844050274,18.33117952352169,18.346812014090087,18.346812014090087,18.33586927069221,8.584842737144884,8.584842737144884,
357_5,10080,10080,10080,10080,10080,10080,10080,10080,10010,10080,10080,10290,10010,10080,10080,10080,9870,10080,10010,10080,10080,10920,11270,12180,8680,8680,8540,,,
357_6,10080,10010,10010,10080,9870,10010,10010,10080,10080,10290,10080,10220,10080,10010,10010,10010,9870,10010,10010,10010,10010,10920,11130,12250,8540,8680,8470,,,
357_7,10080,10010,10010,10080,10010,10010,10080,10080,10080,10080,10080,10290,10080,10010,10010,10010,9870,10010,10010,10010,10010,10850,11270,12180,8680,8750,8540,,,
357_8,9870,10010,9870,10010,9870,10010,9870,9870,9870,10220,10010,10220,10010,10010,9870,10010,9800,9870,10010,9870,9870,10850,11130,12040,8470,8540,8470,,,
357_9,103.125,102.1875,102.1875,101.875,102.1875,103.75,102.5,101.25,101.875,102.5,103.4375,102.5,101.5625,102.1875,102.5,102.5,101.875,102.1875,102.5,102.8125,102.5,100.9375,101.875,102.5,71.875,70.9375,68.125,,,
358_0,73,74,74,74,64,71,74,73,75,75,74,76,65,77,78,79,79,80,78,67,73,79,79,79,69,69,68,,,
358_1,59,60,59,60,53,59,61,59,61,61,60,61,53,62,62,62,62,63,62,54,61,64,64,64,58,59,57,,,
358_2,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,21,21,24,26,28,28,28,27,,,
358_3,0.500417,0.501806,0.502222,0.502222,0.4925,0.497778,0.49875,0.49875,0.499306,0.499722,0.500278,0.499583,0.492222,0.4975,0.499583,0.499444,0.499861,0.5,0.500694,0.501111,0.487778,0.498333,0.499306,0.499861,0.500278,0.5,0.5,0.5,0.5,
358_4,57.3566500614878,57.35873439356358,57.318089918085754,57.311836921858394,63.48510744731851,60.231465077016075,57.34153865393835,57.323300748275216,57.21752089542907,57.215957646372225,57.19876190674699,64.09321133042917,64.09477457948601,64.09373241344812,57.8746065823207,57.850115680430214,57.851157846468105,57.85167892948705,59.519665673135044,63.90822685870313,63.90822685870313,63.90822685870313,57.854284344581785,57.85376326156283,57.853242178543894,57.856368676657574,57.856368676657574,57.85480542760073,57.85480542760073,
358_5,10010,10080,10080,10080,10010,10080,10080,10010,10080,10220,10080,10290,10010,10080,10080,10080,10010,10080,10010,10080,10010,10920,11270,12180,8680,8680,8540,,,
358_6,10080,10010,10010,10080,10010,10010,10080,10080,10080,10080,10010,10290,10080,10010,10010,10010,9800,10010,10010,9870,9870,10920,11130,12180,8540,8680,8540,,,
358_7,10080,10010,10010,10080,10010,10010,10080,10080,10220,10290,10220,10220,10080,10080,10010,10010,9870,10010,10010,10010,10010,10920,11130,12040,8540,8680,8540,,,
358_8,9870,9870,10010,10010,9870,9870,10010,9870,9870,10010,10010,10220,10010,9870,10010,10010,9800,10010,10010,9870,9870,10850,11130,12040,8540,8540,8470,,,
358_9,101.25,96.875,101.875,98.125,77.5,99.0625,100.625,98.125,101.5625,98.125,100.3125,99.375,77.8125,103.75,106.25,103.75,102.5,102.1875,102.5,90.3125,100.9375,102.8125,100.3125,99.0625,65.625,70.3125,69.375,,,
359_0,71,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,72,71,71,71,71,72,70,72,72,71,,,
359_1,57,56,56,56,57,57,56,56,57,56,57,57,56,57,57,57,56,57,56,57,57,57,60,58,60,60,58,,,
359_2,20,21,21,21,21,21,21,21,21,21,21,22,21,21,21,21,22,21,21,22,23,27,29,31,30,30,28,,,
359_3,0.49375,0.494444,0.494306,0.493889,0.493472,0.493056,0.491389,0.4925,0.492778,0.493056,0.494028,0.492639,0.493472,0.492778,0.494028,0.494028,0.494167,0.494028,0.492222,0.491389,0.490556,0.492361,0.493194,0.491111,0.493889,0.494167,0.494167,0.491944,0.491944,
359_4,79.66525626862871,79.66369301957188,79.69547908372763,79.66473518560979,79.66473518560979,79.66265085353399,79.66212977051504,79.66212977051504,79.6616086874961,79.66317193655293,79.66577735164766,79.6616086874961,79.66317193655293,79.66212977051504,79.66421410259083,79.66473518560979,79.66525626862871,79.68557850636763,79.69756341580342,79.68974717051921,79.68974717051921,79.68974717051921,79.6616086874961,79.66317193655293,79.66369301957188,79.6616086874961,79.66421410259083,79.66108760447715,79.66108760447715,
359_5,9800,9800,9800,9800,9800,9870,9870,9800,9800,10010,9800,10430,9800,9800,9870,10010,10080,10080,10010,10010,10080,10850,11690,12180,8540,8470,8260,,,
359_6,9800,9800,9660,9800,9660,9870,9800,9800,9800,9870,9800,10220,9870,9800,9870,10010,10010,9870,10430,9870,10010,10710,11970,12040,8540,8330,8120,,,
359_7,9800,9660,9800,9800,9800,10010,9870,9800,9870,10010,9800,10430,9870,9800,9870,10010,10080,10080,10010,9870,10010,10850,11760,12180,8540,8330,8120,,,
359_8,9800,9800,9800,9870,9800,10010,9870,9870,9870,10080,9800,10220,9870,9870,9870,10010,10080,10080,10290,10010,10080,10710,12040,12180,8540,8470,8120,,,
359_9,103.4375,103.4375,103.4375,103.125,103.4375,103.4375,103.4375,103.75,103.125,103.75,103.125,103.75,103.75,104.0625,103.4375,103.75,103.4375,104.0625,104.0625,103.125,104.6875,103.4375,103.75,103.4375,80.3125,80.3125,80.3125,,,
360_0,84,85,84,84,84,85,84,85,84,84,84,85,84,84,86,85,85,85,85,83,85,85,86,85,71,72,70,,,
360_1,58,58,58,57,57,59,57,58,58,57,57,58,58,58,58,58,59,59,59,57,59,60,61,60,55,56,54,,,
360_2,20,21,21,21,21,21,21,21,21,21,21,22,21,21,21,21,22,21,21,22,23,26,29,31,30,30,28,,,
360_3,0.481806,0.482083,0.481944,0.477361,0.478333,0.480833,0.480833,0.482639,0.482639,0.481111,0.482222,0.479444,0.481667,0.482917,0.4825,0.482778,0.479722,0.479444,0.482222,0.482778,0.482778,0.482778,0.48125,0.481806,0.480139,0.473611,0.473472,0.472917,0.472917,
360_4,44.29622527461075,44.29466202555391,44.29830960668654,44.31446318027389,44.29622527461075,44.29153552744023,44.29361985951602,44.293098776497075,44.29414094253497,44.30821018404653,44.31654751234967,44.29466202555391,44.29570419159181,44.29570419159181,44.300393938762326,44.300393938762326,44.29830960668654,44.295183108572864,44.31863184442546,44.297267440648646,44.29257769347813,44.29257769347813,44.29622527461075,44.29414094253497,44.321758342539134,44.29414094253497,44.326969172728596,9.150738895720867,9.150738895720867,
360_5,9800,9800,9800,9800,9800,10010,9870,9800,9870,9870,9800,10430,9800,9800,9870,10010,10080,10080,10430,10010,10010,10850,11550,12180,8540,8470,8120,,,
360_6,9660,9800,9660,9800,9800,9870,9800,9660,9800,9800,9800,10290,9800,9800,9800,10010,10010,9870,10430,9870,9870,10710,11970,12180,8540,8330,8120,,,
360_7,9800,9800,9660,9800,9800,10010,9870,9800,9800,9800,9800,10430,9870,9800,9800,10010,10080,10080,10500,10010,10010,10850,11550,12180,8540,8470,8120,,,
360_8,9800,9800,9800,9800,9800,10010,9870,9800,9800,9800,9800,10290,9870,9870,9870,10010,10080,10080,10290,10010,9870,10850,12040,12180,8540,8470,8260,,,
360_9,105.9375,100.9375,101.875,105.3125,99.6875,105.9375,103.125,99.6875,100.625,105,99.6875,104.375,100.625,101.5625,99.6875,100,100.625,105.9375,101.5625,102.1875,101.5625,102.1875,100.3125,103.125,67.5,67.1875,65.9375,,,
361_0,84,85,85,85,83,83,84,84,84,85,85,85,84,84,85,85,86,85,85,85,85,87,87,87,71,71,69,,,
361_1,56,56,56,56,55,55,56,56,56,56,56,56,56,56,56,56,57,56,56,56,56,59,59,60,55,55,53,,,
361_2,19,19,19,20,19,19,20,19,20,20,20,20,19,20,20,20,20,20,20,20,22,26,28,29,27,27,25,,,
361_3,0.498194,0.498472,0.498889,0.499167,0.499028,0.499028,0.498889,0.498472,0.497917,0.497778,0.498611,0.498194,0.497778,0.498333,0.498472,0.498889,0.498889,0.497639,0.498194,0.499167,0.498194,0.498333,0.498333,0.498333,0.497917,0.497778,0.496806,0.494028,0.494028,
361_4,28.319819913708653,28.335452404277053,28.322425328803387,28.321383162765493,28.318777747670758,28.320340996727598,28.322946411822333,28.321904245784438,28.323467494841278,28.326072909936013,28.322946411822333,28.322946411822333,28.323467494841278,28.323467494841278,28.321383162765493,28.323467494841278,28.323467494841278,28.328157242011798,28.324509660879173,28.323988577860227,28.323467494841278,28.323467494841278,28.319819913708653,28.323467494841278,28.321383162765493,28.321904245784438,28.322946411822333,15.972236696750528,15.972236696750528,
361_5,9870,9870,9870,10430,10010,10080,9870,9870,9870,9870,9870,10220,9870,10010,10010,10080,10010,10010,10010,10080,10080,10710,10920,11760,8260,8260,8120,,,
361_6,9660,9660,9800,10290,9870,9870,9800,9800,9800,9800,9800,9870,9870,9870,9870,10010,10010,9870,9870,9870,9870,10290,10850,11690,8120,8050,8050,,,
361_7,9800,9800,9800,10430,10010,10010,9870,9800,9870,9870,9870,10010,10010,10010,9870,10010,9870,9870,10010,10010,10010,10850,10920,11830,8260,8260,8050,,,
361_8,9800,9800,9800,10290,10010,9870,9800,9870,9800,9870,9870,10080,9870,9870,9870,10010,9870,9870,9870,10010,10010,10430,10920,11760,8260,8120,8050,,,
361_9,100.9375,100.625,100.3125,99.375,100.625,99.375,99.375,99.6875,99.6875,100,99.6875,100,96.5625,99.6875,100.625,99.6875,100.625,100.3125,100.3125,100.9375,100.9375,99.6875,100,99.6875,66.25,67.5,63.75,,,
362_0,76,76,76,76,75,75,76,75,76,76,76,75,75,76,76,76,76,76,76,76,76,78,80,79,72,73,71,,,
362_1,58,58,58,58,58,57,58,57,57,58,58,57,57,58,58,58,58,58,58,58,58,60,63,62,57,58,56,,,
362_2,19,19,19,20,19,19,20,19,20,20,20,20,19,20,20,20,20,20,20,20,22,26,28,29,27,27,25,,,
362_3,0.498056,0.49875,0.497361,0.497778,0.497917,0.498194,0.4975,0.49875,0.498611,0.498056,0.498333,0.49875,0.498333,0.498472,0.499028,0.499028,0.498611,0.498611,0.498611,0.497917,0.497917,0.497917,0.497917,0.496528,0.498194,0.498333,0.498333,0.496528,0.496528,
362_4,12.381974696208601,12.381974696208601,12.361652458469683,12.363215707526523,12.360089209412845,12.361131375450737,12.398649352814891,12.398649352814891,12.35800487733706,12.368947620734936,12.360089209412845,12.359047043374952,12.3595681263939,12.3595681263939,12.391875273568585,12.360089209412845,12.361131375450737,12.381974696208601,12.361652458469683,12.359047043374952,12.359047043374952,12.361131375450737,12.363215707526523,12.36217354148863,12.370510869791776,12.364257873564418,12.364257873564418,2.610625924922359,2.610625924922359,
362_5,9870,9870,9870,10290,10010,10080,9870,9800,9870,9870,9870,10220,10010,10010,10010,10080,10010,10010,10010,10220,10080,10500,10920,11830,8260,8260,8120,,,
362_6,9660,9660,9800,10290,9870,9870,9800,9800,9870,9800,9800,9870,9870,9870,9870,10010,9870,9870,9870,10010,9870,10430,10710,11760,8120,8120,8120,,,
362_7,9800,9800,9800,10290,9870,10010,9800,9800,9870,9800,9800,10080,10010,9870,9870,10010,10010,9870,9870,10010,10010,10430,10850,11830,8260,8120,8050,,,
362_8,9800,9660,9800,10290,10010,10010,9870,9870,9800,9870,9870,10010,9870,10010,10010,10010,10010,9870,9870,10010,10010,10500,10850,11760,8260,8120,8050,,,
362_9,102.5,102.1875,102.5,102.1875,101.875,105.625,101.875,101.25,101.5625,102.5,104.375,102.1875,101.875,101.5625,102.5,102.8125,102.1875,102.1875,102.8125,102.8125,102.8125,102.5,102.1875,103.125,70.9375,71.5625,70,,,
363_0,84,86,85,84,77,85,84,83,85,86,84,85,77,85,86,84,84,85,84,77,86,86,86,86,74,74,72,,,
363_1,51,51,51,51,48,51,51,51,51,51,51,52,48,52,51,52,52,51,51,49,53,54,54,54,54,54,52,,,
363_2,16,16,16,16,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,19,23,25,25,25,25,23,,,
363_3,0.500972,0.500139,0.5,0.500833,0.500556,0.498194,0.499444,0.499861,0.5,0.499444,0.499722,0.499861,0.496528,0.498889,0.499444,0.500278,0.500972,0.500694,0.500556,0.493333,0.4875,0.49875,0.499722,0.499167,0.499306,0.5,0.500417,0.499583,0.499583,
363_4,57.72870333701566,57.75996831815245,57.830314525710236,59.080913771182026,64.42514121349814,64.42514121349814,57.89180232194594,57.93974195968902,57.88867582383226,57.86835358609334,57.88033849552911,58.01477791441732,64.52727348521167,64.52675240219271,58.09294036725932,58.09033495216458,58.096066865373,59.68432790712217,59.80052942034725,64.27975905121204,64.27975905121204,64.27975905121204,58.125768597452954,58.13619025783188,58.14296433707819,58.14400650311608,58.24718094086751,58.24718094086751,58.24718094086751,
363_5,10430,10850,10500,10290,8960,10220,10430,10430,10430,10500,10500,10850,8890,11060,11270,11130,11130,10920,10850,8960,10710,12250,13510,13510,8330,8470,8120,,,
363_6,10500,10710,10500,10220,8960,10290,10430,10220,10430,10430,10500,10850,8960,11130,11270,11130,11130,10920,10920,8890,10710,12250,13720,13510,8330,8330,8260,,,
363_7,10500,10710,10500,10220,8960,10290,10430,10290,10430,10430,10500,10850,8960,11060,11130,11130,11060,10920,10920,8960,10850,12250,13510,13440,8470,8470,8260,,,
363_8,10430,10640,10430,10220,8890,10220,10430,10290,10290,10290,10430,10710,8890,11060,11130,11130,11060,10850,10850,8890,10640,12250,13510,13510,8260,8260,8050,,,
363_9,100.625,98.75,100,99.375,78.4375,100,102.1875,97.5,101.5625,98.125,98.75,97.8125,78.75,102.1875,105.9375,100.9375,98.4375,100,104.6875,89.6875,98.75,103.4375,100.9375,99.6875,65.9375,70.3125,70.625,,,
364_0,38,38,38,38,42,42,39,39,39,39,39,41,42,39,38,39,39,39,41,42,43,42,44,44,53,53,52,,,
364_1,32,32,32,32,34,34,32,32,32,32,32,33,34,32,32,32,32,32,33,34,34,35,37,38,44,44,43,,,
364_2,16,16,17,16,16,17,17,17,17,17,17,17,16,17,17,18,17,17,17,17,19,23,25,25,25,25,23,,,
364_3,0.014444,0.014583,0.014306,0.014306,0.014306,0.015,0.014861,0.013194,0.012222,0.009444,0.012778,0.013056,0.011528,0.011528,0.010833,0.010833,0.010556,0.011528,0.011806,0.011667,0.011667,0.014028,0.013056,0.013472,0.013472,0.013194,0.013194,0.013056,0.013056,
364_4,33.60360172582696,33.60933363903537,33.61402338620589,33.612981220168,42.503178606415574,42.538612251703945,42.568313983783895,42.625112032849074,42.674614919649,42.7048377347479,42.74652437626363,42.78821101777936,42.81165975363196,42.858557225337144,42.90753902911813,42.95599974988016,42.99560205932009,43.025824874418994,39.40273464368344,39.417846051232885,39.417846051232885,39.49600850407487,39.56583362861372,39.57625528899265,39.60960460220522,39.62575817579257,39.673697813535654,39.673697813535654,39.673697813535654,
364_5,10500,10710,10500,10290,8960,10290,10430,10430,10430,10500,10500,10850,8890,11060,11130,11130,11060,10920,10850,8960,10710,12250,13650,13650,8330,8330,8120,,,
364_6,10500,10710,10430,10220,8960,10220,10430,10290,10430,10500,10500,10850,8960,11130,11130,11130,11130,10920,10920,8960,10710,12250,13230,13510,8330,8470,8120,,,
364_7,10500,10710,10500,10290,8960,10290,10430,10290,10430,10500,10500,10710,8960,11060,11130,11130,11130,10920,10920,8960,10850,12250,13650,13510,8470,8470,8260,,,
364_8,10430,10640,10430,10220,8890,10220,10290,10220,10430,10430,10430,10710,8890,11060,11130,11060,11130,10850,10850,8890,10710,12180,13090,13510,8260,8330,8120,,,
364_9,42.5,42.5,44.0625,42.1875,44.6875,44.375,44.0625,44.0625,44.375,44.0625,44.375,45,44.0625,44.0625,44.0625,44.0625,44.0625,44.0625,45,45.3125,44.375,44.375,44.6875,44.6875,44.375,44.375,46.25,,,
365_0,74,74,74,75,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,74,76,77,78,77,66,66,64,,,
365_1,62,61,62,61,62,61,61,61,62,62,62,62,62,62,61,62,61,61,63,61,62,64,67,66,55,56,53,,,
365_2,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,18,22,24,24,24,25,22,,,
365_3,0.49875,0.499028,0.499583,0.499444,0.498889,0.499306,0.499583,0.499583,0.499583,0.499028,0.499028,0.499028,0.499028,0.498889,0.498194,0.499028,0.499028,0.499861,0.49875,0.49875,0.49875,0.49875,0.498472,0.498889,0.497917,0.495556,0.495833,0.493889,0.493889,
365_4,26.82170623423724,26.822227317256186,26.823790566313026,26.825353815369866,26.82639598140776,26.823790566313026,26.822748400275135,26.822748400275135,26.82483273235092,26.823790566313026,26.82639598140776,26.822227317256186,26.823790566313026,26.823790566313026,26.822748400275135,26.8279592304646,26.85661879650666,26.8279592304646,26.829001396502495,26.82639598140776,26.82639598140776,26.82639598140776,26.825353815369866,26.82326948329408,26.8279592304646,26.8279592304646,26.8279592304646,14.466827855013863,14.466827855013863,
365_5,9450,9450,9450,9800,9590,9450,9450,9450,9450,9450,9450,9660,9590,9800,9800,9660,9800,9660,9660,9660,9660,10220,10850,11480,8330,8120,8120,,,
365_6,9450,9450,9450,10010,9590,9450,9590,9450,9590,9450,9450,9800,9450,9800,9660,9800,9800,9800,9800,9800,9800,10220,10920,11550,8540,8120,8120,,,
365_7,9590,9450,9590,9870,9590,9450,9590,9590,9590,9590,9590,9800,9590,9800,9800,9800,10010,9800,9800,9800,9800,10290,10850,11550,8470,8120,8260,,,
365_8,9590,9590,9450,9800,9450,9590,9450,9590,9590,9590,9590,9660,9450,9660,9660,9660,9870,9660,9660,9660,9660,10220,10710,11480,8470,8120,8120,,,
365_9,101.5625,101.25,101.25,101.5625,100.9375,101.25,100.9375,101.25,101.5625,101.875,100.9375,101.25,98.75,101.875,101.25,100.9375,102.1875,101.5625,101.5625,101.5625,101.25,101.5625,101.875,101.5625,67.5,67.8125,65,,,
366_0,82,83,82,83,83,83,83,82,83,83,83,83,83,83,83,83,84,84,83,83,84,86,88,87,73,73,72,,,
366_1,53,54,54,54,55,54,54,54,55,55,55,54,54,54,55,55,55,56,55,55,56,58,60,60,52,53,51,,,
366_2,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,18,22,24,24,24,25,22,,,
366_3,0.499167,0.499028,0.498472,0.497778,0.498333,0.498194,0.498194,0.497917,0.497917,0.499167,0.499167,0.49875,0.498889,0.498889,0.49875,0.498889,0.498056,0.498056,0.497639,0.497778,0.497778,0.497778,0.49875,0.498889,0.497222,0.495833,0.495972,0.495694,0.495694,
366_4,27.896700502324034,27.897742668361925,27.899305917418765,27.900348083456656,27.92119140421452,27.898263751380874,27.895137253267194,27.896179419305085,27.899305917418765,27.89878483439982,27.927965483460824,27.90139024949455,27.896700502324034,27.896700502324034,27.898263751380874,27.898263751380874,27.900348083456656,27.9008691664756,27.90139024949455,27.900348083456656,27.899305917418765,27.899305917418765,27.895137253267194,27.896700502324034,27.896700502324034,27.89878483439982,27.89878483439982,27.89565833628614,27.89565833628614,
366_5,9590,9450,9450,9870,9450,9590,9450,9450,9590,9450,9450,9660,9590,9800,9800,9800,9800,9660,9660,9800,9660,10220,10850,11480,8470,8120,8120,,,
366_6,9450,9450,9450,9870,9450,9450,9590,9590,9450,9590,9590,9660,9450,9660,9660,9870,9800,9800,9800,9800,9660,10220,10920,11550,8540,8120,8120,,,
366_7,9590,9450,9590,10010,9590,9590,9450,9590,9590,9590,9590,9800,9590,9800,9870,9800,9870,9800,9800,9800,9870,10220,10850,11480,8540,8260,8120,,,
366_8,9450,9590,9450,9870,9450,9450,9450,9450,9590,9450,9450,9660,9450,9660,9660,9800,9800,9800,9800,9660,9660,10220,10710,11340,8470,8120,8120,,,
366_9,99.0625,100,99.375,101.5625,100,99.375,99.0625,99.375,99.375,99.6875,99.375,100,96.25,99.375,99.375,99.375,100,99.6875,99.6875,99.0625,100,100,100.9375,100,67.8125,68.4375,66.5625,,,
367_0,73,74,74,71,73,72,72,72,73,43,37,38,37,37,37,41,40,45,45,63,70,76,77,77,63,63,62,,,
367_1,54,54,55,51,52,52,52,52,54,33,31,31,31,31,31,33,33,37,36,50,53,56,56,56,50,51,50,,,
367_2,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,21,23,23,24,24,22,,,
367_3,3.418056,3.487778,3.588333,3.866944,3.7525,3.820278,3.820278,3.666944,3.5825,3.080972,1.055556,0.472778,0.147222,0.112639,0.038611,0.024028,0.029306,0.070556,0.087917,0.0675,0.035139,0.4375,0.480417,0.490833,0.497778,0.498472,0.501111,0.501111,0.501111,
367_4,14.815432394689122,14.80188423619651,15.168726681534903,15.168726681534903,14.80501073431019,14.836796798465931,14.836796798465931,14.813869145632282,14.840444379598559,13.539300081288951,13.539821164307899,13.748775454905477,13.74981762094337,13.74981762094337,13.74981762094337,26.289680471892783,33.14921733330554,38.86966671530108,40.043666756987726,33.26072909936011,33.26072909936011,34.26120849573754,34.26120849573754,34.18252495987661,34.22890134856286,34.256518748567025,34.27892531838173,34.27892531838173,34.27892531838173,
367_5,9170,9170,9170,9170,9170,9310,9170,9170,9170,9310,9170,9170,9170,9170,9310,9170,9170,9310,9310,9310,9170,9660,10710,10710,8120,7840,7630,,,
367_6,9170,9170,9170,9170,9170,9310,9170,9310,9170,9310,9170,9170,9310,9310,9170,9170,9170,9170,9170,9170,9170,9800,10710,10710,8330,7910,7700,,,
367_7,9170,9170,9170,9170,9100,9310,9310,9170,9310,9170,9310,9170,9310,9170,9170,9310,9170,9310,9170,9170,9170,9660,10710,10640,8120,7910,7700,,,
367_8,9170,9100,9170,9170,9170,9310,9170,9170,9170,9310,9170,9100,9170,9170,9310,9170,9170,9170,9310,9310,9170,9660,10710,10710,8330,7840,7700,,,
