Series ID,Thu Mar 21 2019 19:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:25:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:30:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:35:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:40:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:45:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:50:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:55:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:25:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:30:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:35:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:40:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:45:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:50:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:55:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:25:00 GMT-0500 (Central Daylight Time)
220_2,14,14,14,14,15,15,15,14,15,14,15,15,15,15,15,15,15,15,15,15,17,22,24,25,24,28,28,,,
220_3,0.498333,0.500278,0.501667,0.50125,0.500694,0.500833,0.500694,0.500556,0.500417,0.500972,0.500833,0.500833,0.500833,0.500417,0.500417,0.500417,0.500417,0.500833,0.50125,0.501667,0.501667,0.501667,0.500833,0.500833,0.500694,0.500833,0.500833,,,
220_4,37.95412385101195,37.29808033015821,37.2991224961961,37.301727911290826,37.962461179315085,37.305896575442404,37.30641765846134,37.317360401859226,37.41636617545908,37.418450507534864,37.421577005648544,37.42522458678117,37.45023657169061,37.43147758300853,38.08856326990016,37.43512516414115,37.44033599433062,37.439293828292726,37.56748025095359,37.570085666048314,37.56852241699148,37.570085666048314,37.572691081143056,37.591971152844074,37.579465160389354,37.57477541321883,37.57581757925673,,,
220_5,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10220,10220,10220,10220,10220,10220,11760,12390,13230,8680,8750,8890,,,
220_6,9870,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10220,10220,10220,10220,10220,10220,11760,12460,13230,8680,8680,8890,,,
220_7,9870,10010,10010,10010,9870,9870,9870,9870,9870,10010,9870,9870,10010,9870,10010,10220,10080,10080,10220,10080,10080,11760,12390,13090,8680,8750,8750,,,
220_8,9870,10080,10080,10080,10080,10080,10080,10080,10080,10080,10080,10080,10080,10080,10080,10290,10290,10220,10220,10220,10220,11830,12600,13300,8540,8680,8890,,,
220_9,100.9375,98.75,99.0625,93.75,100,95.9375,100.3125,83.125,100,101.5625,103.125,102.8125,94.6875,97.5,97.5,96.875,96.25,95.9375,99.375,100.9375,88.125,87.8125,88.125,88.125,60.9375,60.9375,60.9375,,,
221_0,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,66,66,66,66,67,68,68,67,70,71,71,,,
221_1,51,50,51,51,51,51,51,51,51,51,51,51,51,52,51,51,51,51,50,51,52,53,55,54,56,57,57,,,
221_2,14,14,14,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,15,15,17,22,24,25,24,27,28,,,
221_3,0.500972,0.500972,0.501528,0.501944,0.502222,0.501806,0.500556,0.500972,0.500972,0.500694,0.500417,0.5,0.5,0.5,0.500556,0.500972,0.501389,0.500694,0.501111,0.500694,0.499583,0.5,0.501389,0.501111,0.500278,0.500417,0.500972,,,
221_4,78.56629218167039,78.57931925714406,78.56472893261355,78.56003918544303,78.56003918544303,78.56629218167039,78.55951810242408,78.55951810242408,78.58400900431457,78.56368676657566,78.57567167601142,78.57567167601142,78.55899701940514,78.56003918544303,78.55951810242408,78.55951810242408,78.56108135148092,78.56993976280302,78.56264460053777,78.56108135148092,78.5574337703483,78.55951810242408,78.56056026846198,78.56108135148092,78.56212351751881,78.56003918544303,78.56056026846198,,,
221_5,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10220,10220,10220,10220,10220,10220,11760,12390,13090,8680,8750,8890,,,
221_6,9870,10010,10010,10010,10010,10010,10010,10010,10010,10080,10010,10010,10010,10080,10010,10220,10290,10220,10220,10220,10220,11830,12460,13230,8750,8680,8890,,,
221_7,9870,9870,10010,9870,9870,9870,9870,9870,9870,9870,10010,9870,10010,9870,10010,10080,10220,10080,10080,10080,10080,11760,12390,13230,8540,8750,8750,,,
221_8,10010,10080,10080,10080,10080,10080,10080,10080,10080,10080,10080,10080,10220,10080,10080,10220,10220,10290,10220,10290,10220,11830,12600,13300,8680,8680,8890,,,
221_9,100.625,100.625,100.625,100.625,100.9375,100.3125,100.625,100.9375,100.3125,100.9375,100.3125,100.625,100.625,101.5625,100.625,100.625,100,100.9375,100.3125,100.3125,101.25,100.3125,100.9375,100.9375,79.6875,79.375,79.375,,,
222_0,65,65,65,65,65,65,65,65,65,66,66,65,65,66,66,66,66,66,66,66,66,71,72,72,62,61,61,,,
222_1,54,54,54,54,54,54,54,54,54,54,55,55,54,55,55,55,55,55,55,55,55,63,64,66,56,56,56,,,
222_2,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,22,24,25,24,28,28,,,
222_3,0.500417,0.500278,0.5,0.5,0.5,0.5,0.500278,0.500278,0.500139,0.500278,0.500417,0.500833,0.500833,0.50125,0.501528,0.501389,0.500694,0.500556,0.500556,0.500972,0.500972,0.500972,0.500833,0.500556,0.499722,0.500139,0.500139,,,
222_4,3.897179898701461,3.897179898701461,3.8758154949246517,3.8742522458678117,3.8747733288867585,3.8747733288867585,3.8747733288867585,3.8732100798299185,3.8737311628488653,3.88519498926569,3.8752944119057053,3.8747733288867585,3.8872793213414765,3.8872793213414765,3.877899827000438,3.8758154949246517,3.8752944119057053,3.8773787439814913,3.877899827000438,3.8758154949246517,3.8752944119057053,3.8752944119057053,3.8773787439814913,3.8773787439814913,3.8752944119057053,3.8773787439814913,3.8794630760572777,,,
222_5,9170,9170,9310,9310,9310,9310,9310,9170,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9380,9310,9310,9800,10500,10920,8330,8120,8120,,,
222_6,9100,9100,9170,9170,9310,9170,9170,9170,9170,9170,9170,9170,9170,9170,9310,9170,9170,9170,9170,9310,9310,9660,10430,10710,8470,8050,8050,,,
222_7,9170,9170,9170,9310,9170,9310,9310,9170,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9800,10500,10850,8330,8050,8120,,,
222_8,9170,9170,9170,9170,9310,9310,9170,9170,9310,9170,9170,9310,9310,9310,9310,9310,9380,9310,9380,9310,9310,9800,10430,10850,8540,8120,8050,,,
222_9,86.5625,86.875,86.875,86.25,85.9375,85.9375,86.25,85.3125,85.9375,86.5625,86.5625,86.5625,86.25,86.5625,86.25,86.5625,86.5625,86.25,87.1875,86.875,86.5625,87.8125,87.8125,88.4375,58.4375,58.75,58.125,,,
223_0,63,63,63,63,63,63,63,63,63,63,63,63,62,63,63,63,64,64,63,64,64,69,71,71,63,61,62,,,
223_1,45,45,45,45,46,45,45,45,45,45,45,45,45,45,45,45,46,46,45,46,46,52,51,52,48,48,49,,,
223_2,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,22,24,25,24,28,28,,,
223_3,0.499861,0.499861,0.499583,0.500556,0.500139,0.500833,0.501389,0.50125,0.500833,0.500694,0.500556,0.5,0.499167,0.499861,0.499861,0.499583,0.5,0.500278,0.500278,0.499167,0.499167,0.500139,0.500139,0.500833,0.501528,0.501667,0.501667,,,
223_4,5.528690831023199,5.512537257435856,5.552139566875795,5.539112491402131,5.642286929153553,5.508368593284282,5.507326427246389,5.521395668757947,5.5208745857390005,5.6568772536840575,5.521395668757947,5.534422744231612,5.566208808387353,5.566208808387353,5.544323321591596,5.668341080100882,5.604247868770453,5.550055234800008,5.4291639744044025,5.55735039706526,5.55735039706526,5.5740250536715505,5.5740250536715505,5.564645559330513,5.569335306501032,5.575588302728391,5.575588302728391,,,
223_5,9170,9170,9310,9310,9310,9310,9310,9170,9310,9310,9170,9310,9170,9310,9310,9310,9310,9310,9380,9310,9380,9800,10500,10850,8540,8120,8120,,,
223_6,9100,9100,9170,9170,9170,9170,9170,9100,9170,9170,9170,9170,9170,9310,9170,9310,9310,9170,9170,9310,9170,9800,10430,10850,8330,8120,8050,,,
223_7,9170,9100,9170,9170,9310,9170,9310,9170,9170,9310,9310,9310,9310,9310,9170,9310,9310,9310,9380,9310,9310,9800,10500,10850,8540,8050,8050,,,
223_8,9310,9170,9310,9170,9170,9170,9310,9170,9310,9170,9310,9170,9310,9310,9310,9310,9310,9310,9310,9310,9310,9800,10500,10850,8330,8120,8120,,,
223_9,79.375,88.75,82.8125,81.5625,76.25,84.375,85,80,79.0625,88.75,85,77.8125,75.625,81.25,89.0625,82.1875,84.6875,85.9375,84.375,83.4375,83.75,87.5,84.375,89.6875,58.125,58.4375,50.9375,,,
224_0,69,69,68,69,69,68,69,68,68,69,68,69,68,69,69,69,68,69,69,69,69,72,74,74,65,64,63,,,
224_1,55,56,57,55,56,56,56,56,56,55,56,57,56,56,56,56,56,56,55,56,57,60,63,64,54,55,53,,,
224_2,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,23,26,27,28,28,27,,,
224_3,0.479028,0.479028,0.476806,0.477083,0.476111,0.480417,0.478333,0.478333,0.47625,0.475833,0.475833,0.475833,0.475556,0.479028,0.479028,0.47625,0.476111,0.475417,0.476528,0.474583,0.474583,0.476111,0.476111,0.476667,0.472917,0.470139,0.472778,,,
224_4,47.478479271317504,47.46180461471122,47.49306959584801,47.46076244867333,47.462325697730165,47.45972028263543,47.45867811659754,47.45867811659754,47.456072701502805,47.47014194301437,47.45763595055965,47.45763595055965,47.45815703357859,47.45815703357859,47.46388894678701,47.45815703357859,47.47378952414699,47.463367863768056,47.45972028263543,47.460241365654376,47.45555161848386,47.477958188298565,47.477958188298565,47.485253350563816,47.46441002980595,47.45659378452175,47.45815703357859,,,
224_5,9310,9310,9380,9310,9310,9310,9310,9310,9380,9380,9380,9380,9380,9380,9380,9450,9450,9450,9450,9450,9450,9800,10500,11130,8750,8330,8120,,,
224_6,9170,9310,9170,9170,9170,9170,9170,9310,9310,9380,9380,9310,9310,9310,9380,9450,9380,9380,9380,9450,9450,9660,10430,10710,8680,8330,8120,,,
224_7,9380,9310,9380,9310,9310,9380,9380,9380,9380,9380,9380,9380,9380,9380,9380,9450,9450,9380,9450,9450,9450,9800,10500,11130,8680,8330,8120,,,
224_8,9310,9380,9310,9380,9310,9380,9380,9310,9380,9380,9380,9380,9380,9380,9450,9380,9380,9450,9380,9450,9450,9800,10500,10850,8750,8470,8120,,,
224_9,102.1875,100.9375,100.625,101.875,100,101.875,102.1875,99.6875,100.625,102.1875,100.3125,100.625,100,101.5625,100.9375,100.625,100.9375,101.25,100.625,101.25,101.5625,100.3125,100.3125,101.5625,69.6875,69.0625,71.875,,,
225_0,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,80,82,82,74,73,72,,,
225_1,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,59,62,62,56,57,56,,,
225_2,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,23,26,27,28,28,27,,,
225_3,0.501389,0.500833,0.500417,0.500417,0.500139,0.500417,0.500556,0.500833,0.500556,0.500833,0.500833,0.500556,0.500556,0.500556,0.501806,0.501806,0.501667,0.502083,0.501667,0.500972,0.500972,0.500972,0.501111,0.500833,0.500556,0.498194,0.498611,,,
225_4,3.7486712383016862,3.74815015528274,3.7502344873585263,3.7684723930216566,3.7684723930216566,3.7512766533964195,3.7512766533964195,3.7497134043395794,3.7523188194343122,3.7512766533964195,3.751797736415366,3.753360985472206,3.7512766533964195,3.7512766533964195,3.750755570377473,3.750755570377473,3.7512766533964195,3.751797736415366,3.7523188194343122,3.7523188194343122,3.7497134043395794,3.7497134043395794,3.7486712383016862,3.751797736415366,3.752839902453259,3.752839902453259,3.753360985472206,,,
225_5,9310,9310,9310,9310,9310,9310,9310,9310,9380,9380,9380,9380,9380,9380,9380,9450,9450,9450,9450,9450,9450,9800,10500,10920,8680,8330,8260,,,
225_6,9310,9310,9170,9310,9170,9170,9170,9310,9310,9310,9310,9310,9310,9380,9380,9310,9450,9450,9380,9450,9450,9800,10430,10710,8680,8330,8120,,,
225_7,9310,9310,9310,9310,9310,9380,9310,9380,9380,9380,9380,9380,9380,9380,9380,9450,9450,9380,9450,9450,9450,9800,10500,10920,8680,8470,8120,,,
225_8,9310,9310,9310,9310,9380,9380,9380,9310,9380,9380,9450,9450,9450,9380,9450,9450,9450,9450,9380,9450,9450,9800,10500,10850,8680,8330,8120,,,
225_9,90.625,90.9375,90.625,90.9375,90.625,90.625,90.625,90.625,90.9375,90.9375,90.9375,90.9375,90.625,90.625,90.3125,90.625,90.625,90.625,90.9375,90.625,90.9375,91.25,90.9375,91.25,62.1875,62.1875,61.5625,,,
226_0,63,64,64,64,64,64,64,64,65,64,65,65,64,64,65,65,65,65,65,65,65,69,70,71,61,62,61,,,
226_1,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,57,56,56,56,60,62,63,55,56,54,,,
226_2,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,19,23,25,26,27,27,26,,,
226_3,0.499167,0.499583,0.500139,0.499444,0.5,0.499306,0.498889,0.498889,0.498889,0.499167,0.498611,0.498333,0.498472,0.498889,0.499167,0.499167,0.499722,0.5,0.499722,0.499306,0.498472,0.499028,0.49875,0.499306,0.498056,0.497222,0.497083,,,
226_4,14.716426621089273,14.715905538070325,14.715384455051378,14.713300122975594,14.714863372032433,14.713300122975594,14.714863372032433,14.716947704108218,14.716947704108218,14.713300122975594,14.715905538070325,14.714863372032433,14.716947704108218,14.718510953165058,14.716947704108218,14.715905538070325,14.717989870146113,14.735706692790297,14.719553119202953,14.717468787127165,14.715905538070325,14.715905538070325,14.714863372032433,14.721637451278738,14.715905538070325,14.712779039956647,14.713300122975594,,,
226_5,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9310,9170,9170,9310,9310,9170,9310,9310,9170,9310,9870,10010,10640,8330,8120,7910,,,
226_6,9170,9170,9170,9170,9170,9310,9170,9310,9170,9310,9170,9310,9170,9310,9310,9310,9310,9310,9310,9310,9310,10010,10220,10710,8330,8050,7910,,,
226_7,9100,9100,9100,9100,9100,9100,9100,9100,9170,9100,9170,9170,9100,9170,9170,9170,9170,9170,9170,9170,9170,9800,10010,10640,8330,8050,7910,,,
226_8,9170,9170,9100,9100,9100,9100,9100,9100,9170,9100,9170,9170,9100,9170,9170,9170,9170,9170,9170,9170,9170,9870,10010,10640,8260,8050,7840,,,
226_9,96.5625,96.5625,96.875,96.5625,97.5,96.875,96.875,96.5625,97.1875,97.1875,97.1875,97.1875,95.625,97.1875,96.875,96.875,97.1875,97.1875,97.5,97.1875,98.125,97.1875,97.8125,96.5625,65.625,65.9375,62.8125,,,
227_0,77,77,76,76,77,76,76,76,77,77,77,77,77,76,77,77,77,77,77,77,77,80,82,81,70,70,70,,,
227_1,62,61,62,62,63,62,62,62,62,63,63,61,62,62,62,63,62,62,63,62,62,65,68,68,59,61,60,,,
227_2,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,19,23,25,26,27,27,26,,,
227_3,1.000556,0.990278,0.995139,0.992639,0.995694,0.999722,1.001944,1.001944,1.000139,0.999722,1.000139,0.994306,0.995972,0.997361,0.998472,1.000139,0.996944,0.999583,0.994444,0.997778,0.997778,0.998194,0.998194,0.993056,0.996528,0.994167,1.001389,1.001111,1.001111,
227_4,96.25810284094463,96.26018717302041,96.25028659566043,96.24768118056569,96.27634074660776,96.24976551264149,96.24924442962254,96.24924442962254,96.24924442962254,96.24820226358464,96.25914500698252,96.24768118056569,96.24768118056569,96.2466390145278,96.24820226358464,96.26904558434249,96.25028659566043,96.24716009754674,96.24820226358464,96.26800341830462,96.24559684848991,96.24716009754674,96.24768118056569,96.24820226358464,96.25028659566043,96.2466390145278,96.24872334660358,96.24872334660358,96.24872334660358,
227_5,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9170,9310,9310,9310,9310,9310,9310,9310,9310,9870,10080,10640,8470,8050,7910,,,
227_6,9170,9170,9170,9310,9170,9310,9170,9310,9310,9170,9170,9310,9170,9310,9170,9310,9310,9310,9310,9310,9310,9870,10220,10710,8330,8050,7910,,,
227_7,9170,9100,9170,9100,9170,9100,9100,9100,9100,9170,9100,9170,9100,9170,9170,9170,9170,9170,9170,9170,9170,9870,10080,10640,8470,7910,7840,,,
227_8,9100,9170,9100,9170,9100,9100,9100,9100,9100,9100,9100,9170,9100,9170,9170,9170,9170,9170,9310,9310,9170,9800,10010,10640,8260,8050,7910,,,
227_9,103.4375,101.875,103.4375,102.8125,101.5625,101.5625,100.625,100.625,103.4375,106.25,100.625,103.4375,104.0625,100.625,105.625,105.9375,102.5,106.875,105.3125,102.8125,103.4375,103.125,104.0625,104.375,69.6875,67.1875,71.25,,,
228_0,66,66,65,65,65,65,66,66,66,66,66,66,65,66,66,66,66,66,66,66,67,71,71,71,62,60,59,,,
228_1,52,52,51,51,51,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,54,58,58,58,52,51,50,,,
228_2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,21,23,24,25,25,23,,,
228_3,0.49875,0.498472,0.498194,0.498333,0.499444,0.499861,0.500417,0.500417,0.499306,0.498333,0.498472,0.498472,0.49875,0.498611,0.498611,0.498056,0.49875,0.498611,0.497222,0.496389,0.496111,0.498889,0.498889,0.49875,0.498056,0.497778,0.497778,,,
228_4,28.480834566563146,28.483961064676823,28.483439981657877,28.493861642036812,28.495945974112598,28.495945974112598,28.495424891093652,28.492298392979972,28.493861642036812,28.535548283552536,28.494382725055758,28.493861642036812,28.497509223169438,28.497509223169438,28.497509223169438,28.496988140150492,28.498030306188383,28.483961064676823,28.485524313733663,28.485003230714717,28.4803134835442,28.4803134835442,28.482918898638935,28.48187673260104,28.496467057131543,28.482918898638935,28.48187673260104,,,
228_5,9380,9450,9450,9450,9450,9450,9450,9450,9450,10010,9450,9590,9450,9590,9450,9590,10080,9450,9450,9590,9590,9870,10710,11130,8540,8540,8330,,,
228_6,9380,9380,9450,9450,9450,9450,9450,9450,9450,9380,9450,9590,9450,9450,9450,9590,10080,9590,9590,9590,9660,9870,10920,11270,8540,8540,8470,,,
228_7,9380,9450,9450,9450,9380,9590,9380,9380,9450,10010,9450,9450,9590,9450,9450,9450,10010,9590,9450,9450,9450,9870,10850,11130,8470,8470,8330,,,
228_8,9380,9450,9380,9450,9450,9590,9450,9450,9450,9450,9450,9450,9450,9590,9590,9590,10080,9590,9450,9450,9660,9870,10710,11130,8540,8540,8330,,,
228_9,99.6875,99.6875,99.375,100,99.6875,99.375,99.6875,98.4375,99.375,100.3125,99.375,99.375,97.8125,99.0625,98.4375,99.0625,99.6875,99.0625,99.0625,99.0625,99.6875,99.6875,100.625,99.6875,66.875,67.1875,65.9375,,,
229_0,76,76,76,76,75,76,75,74,76,76,76,76,75,75,76,75,77,77,75,76,75,79,81,80,74,75,74,,,
229_1,59,59,58,59,57,59,58,58,59,58,59,58,58,58,59,58,59,59,59,59,58,62,63,63,59,60,60,,,
229_2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,21,23,24,25,25,23,,,
229_3,0.499583,0.499583,0.498889,0.497778,0.498194,0.499028,0.499028,0.497917,0.496528,0.492917,0.497222,0.497778,0.498333,0.497778,0.498056,0.498472,0.497639,0.497917,0.499028,0.49875,0.49875,0.49875,0.492222,0.495833,0.496806,0.497361,0.498194,,,
229_4,24.328323988577864,24.33874564895679,24.362715467828334,24.356462471600974,24.362715467828334,24.371052796131483,24.38095337349147,24.391375033870396,24.39710694707881,24.269962690455845,24.314254747066304,24.321549909331555,24.329887237634704,24.341351064051526,24.350730558392566,24.36688413197991,24.37001063009359,24.38043229047252,24.403881026325116,24.40179669424933,24.391375033870396,24.391375033870396,24.302269837630533,24.317381245179984,24.33561915084311,24.33561915084311,24.347604060278886,,,
229_5,9450,9450,9450,9450,9450,9450,9450,9450,9450,9450,9450,9590,9450,9590,9590,9590,10010,9450,9660,9590,9450,10010,10710,11130,8540,8540,8330,,,
229_6,9380,9380,9450,9450,9450,9450,9450,9450,9450,9450,9590,9590,9590,9590,9590,9590,10080,9590,9450,9590,9590,9870,10920,11270,8540,8540,8470,,,
229_7,9380,9450,9380,9380,9380,9450,9450,9380,9380,9380,9450,9450,9450,9590,9450,9450,10010,9450,9660,9450,9450,10080,10850,11130,8330,8470,8260,,,
229_8,9450,9450,9380,9450,9380,9590,9450,9450,9450,9450,9450,9590,9450,9590,9450,9450,10010,9590,9380,9590,9590,9870,10710,11130,8540,8470,8330,,,
229_9,103.4375,103.125,103.125,102.8125,102.8125,103.125,103.125,103.125,103.4375,103.4375,103.125,103.125,103.125,103.125,103.125,103.125,102.8125,102.8125,103.125,103.75,103.125,103.4375,103.75,103.75,78.4375,79.375,80,,,
230_0,70,71,70,69,70,70,70,71,70,71,70,71,70,70,70,71,71,71,70,71,73,75,76,76,64,64,62,,,
230_1,55,56,55,55,55,55,55,56,56,56,55,57,55,56,56,57,57,56,56,56,59,61,62,62,54,55,52,,,
230_2,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,21,23,24,24,25,23,,,
230_3,0.49875,0.498611,0.498333,0.498194,0.495694,0.4975,0.497917,0.498056,0.498056,0.498333,0.49875,0.498472,0.497917,0.498611,0.498611,0.498611,0.498472,0.499028,0.498889,0.497778,0.497083,0.497639,0.498194,0.498889,0.496528,0.495556,0.495278,,,
230_4,14.836796798465931,14.836796798465931,14.834712466390148,14.85086603997749,14.835233549409093,14.835233549409093,14.835233549409093,14.837838964503826,14.838360047522771,14.840965462617506,14.840965462617506,14.836275715446986,14.836796798465931,14.842007628655399,14.836275715446986,14.85711903620485,14.839402213560666,14.837838964503826,14.85711903620485,14.837317881484879,14.83575463242804,14.836796798465931,14.837317881484879,14.838360047522771,14.845134126769079,14.838360047522771,14.849823873939597,,,
230_5,9380,9310,9310,9380,9310,9380,9380,9310,9380,9310,9310,9310,9450,9310,9450,9380,9310,9450,9450,9310,9380,9800,10500,10710,8680,8050,8050,,,
230_6,9380,9310,9310,9380,9310,9310,9310,9310,9380,9380,9310,9380,9450,9310,9380,9380,9380,9450,9450,9310,9380,9660,10500,10850,8540,8120,8120,,,
230_7,9380,9310,9380,9450,9380,9380,9380,9380,9380,9380,9380,9310,9450,9380,9450,9450,9380,9450,9450,9310,9380,9660,10500,10710,8750,8120,8120,,,
230_8,9310,9310,9380,9310,9380,9380,9310,9380,9310,9380,9310,9310,9380,9380,9450,9450,9310,9450,9450,9310,9310,9800,10430,10710,8540,8050,8120,,,
230_9,99.0625,100,99.375,99.375,98.75,99.0625,99.6875,99.0625,99.0625,99.375,99.375,99.0625,98.125,98.75,99.6875,99.375,99.375,99.0625,99.0625,99.6875,99.0625,99.375,98.75,97.8125,66.875,66.5625,65,,,
231_0,69,70,70,70,59,67,69,68,69,69,68,72,60,71,72,73,72,74,72,62,68,75,79,78,67,66,65,,,
231_1,53,54,54,54,46,53,54,53,53,53,53,55,46,55,55,56,56,56,55,47,54,59,61,60,54,55,54,,,
231_2,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,21,23,24,24,25,23,,,
231_3,0.499306,0.499444,0.499444,0.499722,0.497083,0.500694,0.500694,0.500694,0.500556,0.499861,0.500278,0.5,0.496111,0.498611,0.499167,0.499722,0.499583,0.499861,0.5,0.495556,0.490972,0.500417,0.501111,0.501528,0.500833,0.500833,0.500694,,,
231_4,69.36396606707382,70.92356754278092,69.34677032744857,69.31394209725494,75.54192633970445,72.2434708297726,69.35875523688433,69.36031848594119,69.26443921045502,69.27225545573921,69.26600245951185,75.7842299435146,72.40709089772183,72.40604873168394,69.5327969652125,69.4645350897305,69.42597494632845,69.32488484065281,69.32644808970966,74.39762803009776,74.39762803009776,74.39762803009776,69.3181107614065,69.26183379536029,69.21545740667405,69.20659899535194,69.27850845196657,,,
231_5,9310,9310,9380,9380,9310,9310,9380,9310,9380,9310,9310,9310,9380,9310,9450,9380,9310,9380,9450,9380,9380,9800,10430,10710,8540,8050,8050,,,
231_6,9380,9310,9310,9380,9380,9380,9380,9310,9380,9310,9310,9310,9450,9310,9450,9380,9310,9450,9380,9310,9310,9800,10290,10710,8470,8120,8050,,,
231_7,9310,9310,9380,9450,9380,9380,9380,9380,9450,9310,9310,9310,9450,9380,9450,9450,9380,9450,9450,9380,9380,9800,10500,10850,8540,8050,8120,,,
231_8,9310,9310,9380,9380,9310,9310,9310,9380,9380,9310,9310,9380,9450,9310,9450,9450,9380,9450,9450,9310,9310,9660,10290,10850,8540,8120,8120,,,
231_9,96.5625,93.125,94.375,95.9375,74.0625,93.75,93.125,90,96.25,92.8125,94.6875,99.375,74.0625,99.375,104.375,93.75,99.6875,98.75,96.5625,85,95,95.3125,98.125,99.375,62.5,66.25,66.25,,,
232_0,37,36,37,37,37,37,37,37,37,37,37,37,37,40,40,40,37,41,38,37,38,43,45,46,49,50,49,,,
232_1,31,31,32,32,32,32,32,32,32,32,32,32,32,32,33,32,33,33,33,32,34,38,41,41,44,44,43,,,
232_2,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,21,24,24,24,25,23,,,
232_3,0.000417,0.000417,0.000417,0.000556,0.000278,0.000556,0.000556,0.000417,0.000278,0.000139,0.000972,0.001806,0.000972,0.00125,0.013056,0.013056,0.010139,0.015694,0.014583,0.006111,0.005,0.005,0.001111,0.000556,0.002778,0.004722,0.004722,,,
232_4,5.3035829668382775,5.30306188381933,5.3035829668382775,5.304104049857224,5.304104049857224,5.304104049857224,5.30462513287617,5.30462513287617,5.304104049857224,5.30462513287617,5.510974008379016,5.9643162348625385,5.964837317881485,6.50936907268066,12.28296892260875,13.878525126623174,9.681201409008484,14.201596598370054,14.623152760697835,14.433478541801282,14.432436375763388,14.432436375763388,14.429309877649708,14.429830960668655,15.026992100381435,15.026992100381435,14.580945036163163,,,
232_5,9170,9170,9170,9170,9100,9170,9100,9100,9170,9170,9170,9170,9100,9310,9170,9310,9310,9170,9310,9170,9170,9450,9800,9800,8680,8050,8050,,,
