Series ID,Wed Sep 26 2018 14:35:24 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 14:51:01 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:06:38 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:22:16 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:38:03 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:53:58 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:09:50 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:25:45 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:41:24 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:56:59 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:12:35 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:28:10 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:43:45 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:59:36 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:15:29 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:31:26 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:47:23 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:03:00 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:18:35 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:34:10 GMT-0500 (Central Daylight Time)
408_5,10430,10430,10430,10430,10430,10430,10430,11830,11830,10850,10850,10710,,,10430,10430,10500,10710,10710,
408_6,10430,10430,10430,10290,10290,10290,10290,11970,11970,10710,10710,10640,,,10500,10500,10500,10640,10640,
408_7,10430,10430,10430,10430,10430,10430,10430,11970,11970,10850,10850,10640,,,10430,10430,10430,10710,10710,
408_8,10430,10430,10430,10430,10430,10430,10430,12040,12040,10850,10850,10710,,,10500,10500,10500,10640,10640,
408_9,,,,,,,,,,,,,,,,,,,,
409_0,62,62,62,62,62,62,62,63,58,58,63,63,63,63,63,62,63,63,62,
409_1,54,54,54,54,54,54,54,54,51,51,55,54,54,54,54,54,54,54,54,
409_2,12,12,12,12,12,12,12,12,13,13,12,12,12,12,12,12,12,12,12,
409_3,0.501389,0.502222,0.501667,0.501667,0.501389,0.501389,0.501667,0.500972,0.500972,0.500694,0.500833,0.500833,0.500972,0.501111,0.501111,0.501389,0.501389,0.501528,0.500278,
409_4,75.83,75.83,75.83,75.83,75.83,75.83,75.83,75.83,75.83,75.83,75.83,75.82,75.82,75.83,75.83,75.83,75.83,75.83,75.83,
409_5,9870,10010,10010,9870,10010,10010,10010,12180,12180,10710,10710,9800,9800,9800,9800,9800,9800,9870,9870,
409_6,9870,9800,9800,9870,9870,9870,9870,12040,12040,10710,10710,9660,9800,9800,9660,9800,9800,9660,9800,
409_7,9870,9870,9870,9870,9870,9870,9870,12040,12040,10710,10710,9800,9800,9800,9800,9660,9660,9800,9800,
409_8,9870,9870,9870,9870,9870,9870,10010,12180,12180,10710,10710,9660,9800,9800,9870,9800,9800,9800,9800,
409_9,,,,,,,,,,,,,,,,,,,,
410_0,69,70,70,70,70,70,69,70,70,65,65,70,70,70,70,70,70,71,71,
410_1,85,85,85,85,84,84,84,87,87,82,82,85,84,84,85,84,84,85,85,
410_2,12,12,12,12,12,12,12,19,19,13,13,12,12,12,12,12,12,12,12,
410_3,0.490694,0.490556,0.493472,0.493472,0.49375,0.49375,0.494583,0.494028,0.494028,0.49125,0.48875,0.48875,0.491806,0.493889,0.493889,0.492917,0.492917,0.492639,0.4925,
410_4,82.91,82.91,82.9,82.9,82.9,82.91,82.91,82.91,82.91,82.91,82.91,82.55,82.55,82.55,82.55,82.55,82.9,82.9,82.9,
410_5,10010,9870,9870,10010,10010,10010,9870,12180,12180,10710,10710,9800,9800,9800,9870,9800,9800,9800,9870,
410_6,9870,9800,9800,9800,9870,9870,9870,12180,12180,10640,10640,9800,9660,9660,9800,9800,9800,9800,9800,
410_7,9870,9870,9870,9870,9870,9870,9870,12040,12040,10710,10710,9800,9800,9800,9800,9660,9660,9800,9800,
410_8,10010,9870,9870,9870,10010,10010,9870,12040,12040,10710,10710,9800,9800,9800,9800,9800,9800,9800,9800,
410_9,,,,,,,,,,,,,,,,,,,,
411_0,80,80,80,81,81,81,81,87,87,81,81,81,81,81,81,80,80,81,81,
411_1,47,47,47,47,47,47,47,52,52,47,47,47,47,47,47,46,46,47,47,
411_2,12,12,12,12,12,12,12,23,23,12,12,12,13,13,12,12,12,12,12,
411_3,0.495278,0.496111,0.495,0.495,0.495833,0.495833,0.495556,0.49625,0.49625,0.496389,0.4975,0.4975,0.495833,0.497222,0.497222,0.495,0.495,0.495833,0.496806,
411_4,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.73,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,
411_5,9310,9310,9310,9310,9310,9310,9380,10430,10430,9450,9450,9310,9310,9310,9310,9380,9380,9310,9310,
411_6,9310,9310,9310,9170,9310,9310,9310,10430,10430,9380,9380,9310,9310,9310,9310,9380,9380,9310,9310,
411_7,9380,9310,9310,9310,9310,9310,9380,10500,10500,9380,9380,9380,9310,9310,9310,9380,9380,9310,9380,
411_8,9310,9310,9310,9310,9380,9380,9310,10500,10500,9450,9450,9310,9380,9380,9380,9380,9380,9310,9310,
411_9,,,,,,,,,,,,,,,,,,,,
412_0,37,37,37,37,37,37,37,37,38,38,37,37,37,37,37,37,37,37,37,
412_1,32,32,32,32,32,32,32,32,33,33,32,32,32,32,32,32,32,32,32,
412_2,12,12,12,12,12,13,13,12,13,13,12,12,12,13,13,13,12,12,12,
412_3,0.000556,0.000417,0.000139,0.000139,0.000139,0.000139,0.000417,0.000139,0.000139,0.000278,0.001389,0.001389,0.000417,0.000417,0.000417,0.000556,0.000556,0.000139,0.000417,
412_4,94.33,94.33,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.31,94.32,94.32,94.32,94.32,94.32,
412_5,9380,9310,9310,9310,9310,9310,9380,10500,10500,9380,9380,9310,9310,9310,9380,9380,9380,9380,9310,
412_6,9310,9310,9310,9310,9310,9310,9310,10430,10430,9380,9380,9310,9310,9310,9310,9380,9380,9310,9310,
412_7,9380,9310,9310,9310,9380,9380,9310,10430,10430,9450,9450,9380,9310,9310,9380,9380,9380,9380,9310,
412_8,9310,9310,9310,9310,9310,9310,9310,10500,10500,9380,9380,9310,9310,9310,9380,9450,9450,9310,9310,
412_9,,,,,,,,,,,,,,,,,,,,
413_0,37,37,37,37,36,36,37,41,41,37,37,37,37,37,37,37,37,37,37,
413_1,33,33,33,33,33,33,33,38,38,34,33,33,33,33,33,33,33,33,33,
413_2,13,13,13,13,13,13,13,23,23,14,13,13,13,13,13,13,13,13,13,
413_3,0.009861,0.009167,0.010694,0.010694,0.010139,0.010139,0.009167,0.010417,0.010417,0.01125,0.012361,0.012361,0.009722,0.010694,0.010694,0.008889,0.008889,0.008889,0.009028,
413_4,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.29,84.29,
413_5,8750,8680,8680,,8680,8680,8680,9870,9870,8890,8890,8750,8750,8750,8680,8540,8540,8680,8680,
413_6,8540,8540,8540,,8680,8680,8540,9800,9800,8890,8890,8680,8680,8680,8680,8680,8680,8540,8540,
413_7,8680,8750,8750,,8750,8750,8750,9870,9870,8890,8890,8750,8680,8680,8680,8680,8680,8680,8680,
413_8,8680,8680,8680,,8680,8680,8680,9800,9800,8890,8890,8680,8750,8750,8750,8680,8680,8540,8680,
413_9,,,,,,,,,,,,,,,,,,,,
414_0,38,38,38,38,38,38,38,38,40,40,38,38,38,38,38,38,38,38,38,
414_1,33,33,33,33,33,33,33,33,35,35,33,33,33,33,33,33,33,33,33,
414_2,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,13,13,13,
414_3,0.000139,0.000556,0.000139,0.000139,0.000139,0.000139,0.000139,0.000278,0.000278,0.000139,0.000556,0.000556,0.000417,0.000833,0.000833,0.000556,0.000556,0.000556,0.000139,
414_4,93.64,93.64,93.64,93.64,93.64,93.64,93.63,93.63,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.63,93.63,
414_5,8750,8680,8680,8750,8680,8680,8680,9870,9870,8890,8890,8750,8680,8680,8680,8540,8540,8680,8680,
414_6,8680,8540,8540,8680,8680,8680,8680,9660,9660,8890,8890,8680,8680,8680,8680,8680,8680,8540,8680,
414_7,8680,8680,8680,8680,8680,8680,8680,9870,9870,8750,8750,8750,8680,8680,8680,8540,8540,8680,8680,
414_8,8680,8540,8540,8680,8540,8540,8680,9800,9800,8890,8890,8680,8750,8750,8750,8750,8750,8680,8680,
414_9,,,,,,,,,,,,,,,,,,,,
415_0,38,38,77,74,74,79,79,78,81,81,78,76,76,79,73,73,79,79,78,
415_1,31,31,52,51,51,53,53,53,55,55,53,52,52,54,51,51,54,54,53,
415_2,11,11,11,11,11,11,11,11,12,12,11,11,11,12,12,12,11,11,12,
415_3,0.002361,0.000139,5.204583,5.204583,5.156111,5.156111,5.15125,5.311806,5.311806,5.442361,5.249167,5.249167,5.235417,5.252361,5.252361,5.410833,5.410833,5.153472,5.41125,
415_4,93.31,93.31,90.04,90.25,90.25,90.18,90.03,90.03,89.97,89.85,89.85,89.75,89.75,89.71,89.54,89.54,89.49,89.37,89.37,
415_5,8750,8680,8680,,9450,9450,9170,13510,13510,9170,9170,8540,8470,8470,9310,9100,9100,9170,9310,
415_6,8680,9170,9170,,9310,9310,9170,13440,13440,9100,9100,8540,8470,8470,9310,9170,9170,9310,8750,
415_7,8750,8750,8750,,9450,9450,9170,13510,13510,9310,9310,8540,8540,8540,9310,9170,9170,9170,9310,
415_8,8750,9100,9100,,9310,9310,9170,13510,13510,9100,9100,8540,8540,8540,9380,9170,9170,9380,8750,
415_9,,,,,,,,,,,,,,,,,,,,
416_0,73,73,69,69,70,69,69,72,68,68,69,69,67,69,69,69,69,69,69,
416_1,55,55,53,53,53,53,53,57,53,53,53,53,52,53,53,53,53,53,53,
416_2,11,11,12,12,11,11,11,23,12,12,11,11,11,11,11,11,11,11,11,
416_3,0.496389,0.495417,0.496806,0.496806,0.497778,0.497778,0.497361,0.497083,0.497083,0.493194,0.495139,0.495139,0.494167,0.496944,0.496944,0.496944,0.496944,0.495556,0.497361,
416_4,82.99,82.99,83,83,83,83,82.99,82.99,82.99,82.99,82.99,83,83,83,82.99,82.99,82.99,82.99,82.99,
416_5,8680,9170,9170,8540,8680,8680,8680,13510,13510,9100,9100,9100,9310,9310,9310,9100,9100,8680,8540,
416_6,8680,9310,9310,9310,8750,8750,8540,13650,13650,9310,9310,8750,9310,9310,9170,8540,8540,8750,8680,
416_7,8680,9170,9170,8680,8680,8680,8750,13510,13510,9170,9170,9170,9310,9310,9310,9100,9100,8750,8680,
416_8,8680,9310,9310,9310,8750,8750,8540,13650,13650,9380,9380,8750,9310,9310,9310,8540,8540,8750,8680,
416_9,,,,,,,,,,,,,,,,,,,,
417_0,77,77,78,66,66,75,78,78,76,76,78,78,78,75,74,74,78,76,76,
417_1,54,54,56,49,49,55,55,55,56,56,56,56,56,55,54,54,56,56,56,
417_2,18,18,18,18,18,18,18,18,19,19,19,18,18,18,18,18,18,18,18,
417_3,0.425278,0.428333,0.426806,0.426806,0.457917,0.457917,0.430417,0.443194,0.443194,0.4425,0.426389,0.426389,0.427361,0.427361,0.415,0.423194,0.423194,0.445278,0.427222,
417_4,52.76,52.76,52.45,52.76,52.76,50.15,49.76,49.76,50.15,50.15,50.15,50.15,50.15,50.15,50.15,50.15,50.15,50.15,50.15,
417_5,9800,10220,10220,9800,11340,11340,9800,9590,9590,11970,11970,9660,9590,9590,9170,10850,10850,10220,10220,
417_6,9450,10290,10290,10430,11060,11060,10010,10010,10010,10710,10710,9800,9310,9310,9170,10710,10710,10010,10010,
417_7,9800,10080,10080,9800,11340,11340,9660,9310,9310,11970,11970,9800,9450,9450,9170,10710,10710,10290,10290,
417_8,9590,10290,10290,10430,11060,11060,9870,10010,10010,10710,10710,9660,9310,9310,9170,10710,10710,9870,9870,
417_9,,,,,,,,,,,,,,,,,,,,
418_0,39,39,39,39,39,39,39,39,40,40,40,40,39,39,39,39,39,39,39,
418_1,39,39,39,39,39,39,39,39,40,40,39,39,39,39,39,39,39,39,39,
418_2,18,18,18,18,18,18,18,18,19,19,18,18,18,18,18,18,18,18,18,
418_3,0.000139,0.000556,0.000833,0.000833,0.000278,0.000278,0.000278,0.000139,0.000139,0.000139,0.001111,0.001111,0.000139,0.000139,0.000139,0.000278,0.000278,0.000139,0.000556,
418_4,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,
418_5,9450,,,10640,10710,10710,10080,9170,9170,12040,12040,9100,9380,9380,9660,9450,9450,9870,9870,
418_6,9660,,,10500,10850,10850,10220,9170,9170,11130,11130,10290,9380,9380,9450,9450,9450,9450,9450,
418_7,9380,,,10500,10850,10850,10080,9170,9170,12040,12040,8750,9380,9380,9660,9590,9590,9800,9800,
418_8,9800,,,10500,10850,10850,10080,9170,9170,11130,11130,10220,9310,9310,9450,9590,9590,9450,9450,
418_9,,,,,,,,,,,,,,,,,,,,
419_0,38,75,75,81,80,80,81,81,72,78,78,81,81,81,75,80,80,81,81,
419_1,33,52,52,53,53,53,53,53,51,52,52,53,53,53,51,53,53,53,53,
419_2,19,18,18,18,18,18,18,18,20,19,19,19,19,19,19,18,18,19,19,
419_3,0.000139,0.000417,5.458611,5.458611,5.36875,5.36875,5.388611,5.361389,5.361389,5.418611,5.375,5.375,5.314306,5.314306,5.277083,5.30875,5.30875,5.152083,5.474861,
419_4,92.85,92.85,89.7,89.59,89.59,89.7,89.46,89.46,89.41,89.41,89.29,89.18,89.18,89.14,89.09,89.09,89.11,89.04,89.04,
419_5,10220,10290,10290,10220,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10220,10290,10290,10220,10220,
419_6,10290,10220,10220,10220,10290,10290,10290,10290,10290,10290,10290,10220,10290,10290,10220,10220,10220,10290,10290,
419_7,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10220,10290,10290,10290,10290,
419_8,10220,10290,10290,10290,10220,10220,10290,10290,10290,10290,10290,10290,10220,10220,10290,10220,10220,10220,10220,
419_9,,,,,,,,,,,,,,,,,,,,
420_0,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,
420_1,47,47,47,47,47,47,47,47,48,48,47,47,47,47,47,47,47,47,47,
420_2,19,19,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,
420_3,0.496528,0.495139,0.495417,0.495417,0.496111,0.496111,0.495278,0.495833,0.495833,0.496806,0.496667,0.496667,0.495278,0.495278,0.498194,0.498056,0.498056,0.496389,0.496389,
420_4,92.04,92.04,92.05,92.05,92.05,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,
420_5,10290,10290,10290,10290,10290,10290,10220,10290,10290,10290,10290,10290,10220,10220,10290,10290,10290,10290,10290,
420_6,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10290,10220,10290,10290,10290,10290,
420_7,10290,10290,10290,10290,10290,10290,10220,10290,10290,10290,10290,10290,10290,10290,10290,10220,10220,10220,10220,
420_8,10290,10220,10220,10290,10220,10220,10220,10290,10290,10290,10290,10220,10220,10220,10290,10220,10220,10290,10290,
420_9,,,,,,,,,,,,,,,,,,,,
421_0,76,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,75,75,
421_1,53,55,55,53,53,53,53,53,54,53,53,53,54,54,53,53,53,53,53,
421_2,18,18,18,17,17,17,18,18,19,18,18,18,18,18,18,18,17,18,18,
421_3,0.496111,0.495556,0.496111,0.496111,0.496389,0.496389,0.495139,0.497639,0.497639,0.495417,0.495139,0.495139,0.495972,0.495972,0.495,0.497361,0.497361,0.496806,0.496389,
421_4,91.27,91.27,91.26,91.27,91.27,91.27,91.26,91.26,91.27,91.26,91.26,91.27,91.27,91.27,91.27,91.27,91.27,91.26,91.26,
421_5,8680,8750,8750,8890,8680,8680,8750,8680,8680,8680,8680,8750,8890,8890,8750,8750,8750,8890,8890,
421_6,8680,8680,8680,8890,8680,8680,8890,8680,8680,8680,8680,8680,8890,8890,8680,8680,8680,8890,8890,
421_7,8680,8750,8750,8890,8680,8680,8890,8680,8680,8750,8750,8680,8890,8890,8750,8680,8680,8890,8890,
421_8,8680,8750,8750,8890,8680,8680,8890,8750,8750,8680,8680,8680,8890,8890,8680,8750,8750,8890,8890,
421_9,,,,,,,,,,,,,,,,,,,,
422_0,61,61,61,61,61,61,61,61,61,61,61,61,61,61,38,38,77,77,77,
422_1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,32,32,55,55,54,
422_2,18,18,18,17,17,17,17,17,19,19,18,18,18,18,18,18,18,18,18,
422_3,0.501389,0.500833,0.500417,0.500417,0.500833,0.500833,0.500278,0.500417,0.500417,0.500556,0.500833,0.500833,0.500417,0.500417,0.500139,0.008194,0.008194,0.448056,0.499861,
422_4,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.77,92.77,92.77,93.61,93.61,92.69,92.64,92.64,
422_5,8750,8750,8750,8890,8680,8680,8890,8680,8680,8750,8750,8750,8750,8750,8680,8750,8750,8960,8960,
422_6,8680,8680,8680,8750,8680,8680,8890,8680,8680,8680,8680,8680,8750,8750,8680,8680,8680,8890,8890,
422_7,8750,8680,8680,8890,8750,8750,8890,8680,8680,8750,8750,8750,8890,8890,8750,8680,8680,8960,8960,
422_8,8680,8750,8750,8890,8680,8680,8890,8680,8680,8750,8750,8680,8890,8890,8750,8750,8750,8960,8960,
422_9,,,,,,,,,,,,,,,,,,,,
423_0,83,83,83,82,82,83,83,83,84,84,83,83,83,83,83,83,83,83,83,
423_1,52,52,52,52,52,52,52,53,53,53,52,52,52,52,52,52,52,52,52,
423_2,16,16,15,15,15,16,16,15,16,16,16,16,16,16,16,15,16,16,15,
423_3,0.498611,0.499306,0.494583,0.494583,0.495694,0.495694,0.498889,0.497361,0.497361,0.497778,0.498889,0.498889,0.498611,0.498611,0.5,0.495694,0.495694,0.489444,0.498056,
423_4,79.67,79.67,79.67,79.66,79.66,79.67,79.67,79.67,79.67,79.67,79.67,79.66,79.66,79.67,79.67,79.67,79.67,79.67,79.67,
423_5,9450,9450,9450,9450,9660,9660,9450,9450,9450,9450,9450,9450,9450,9450,9380,9380,9380,9380,9380,
423_6,9450,9450,9450,9450,9800,9800,9450,9450,9450,9450,9450,9870,9450,9450,9450,9450,9450,9450,9450,
423_7,9450,9590,9590,9590,9660,9660,9660,9590,9590,9590,9590,9590,9660,9660,9450,9590,9590,9590,9590,
423_8,9450,9590,9590,9450,9590,9590,9450,9450,9450,9450,9450,9870,9450,9450,9450,9590,9590,9450,9450,
423_9,,,,,,,,,,,,,,,,,,,,
424_0,38,38,38,38,38,38,38,38,39,39,38,38,38,38,38,38,39,39,38,
424_1,30,30,30,30,30,30,30,30,31,31,30,30,30,30,30,30,31,31,30,
424_2,16,16,15,15,15,15,15,15,16,16,16,15,15,16,16,16,16,16,15,
424_3,0.000278,0.000417,0.000139,0.000139,0.000417,0.000417,0.000556,0.000694,0.000694,0.000278,0.001111,0.001111,0.001111,0.001111,0.000278,0.000417,0.000417,0.000417,0.000417,
424_4,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,
424_5,9450,9450,9450,9450,9660,9660,9450,9450,9450,9450,9450,9450,9380,9380,9450,9450,9450,9380,9380,
424_6,9450,9450,9450,9450,9660,9660,9450,9590,9590,9450,9450,9450,9450,9450,9450,9450,9450,9450,9450,
424_7,9590,9590,9590,9450,9660,9660,9660,9590,9590,9450,9450,9590,9660,9660,9450,9450,9450,9450,9450,
424_8,9450,9590,9590,9450,9590,9590,9590,9450,9450,9590,9590,9450,9450,9450,9590,9660,9660,9450,9450,
424_9,,,,,,,,,,,,,,,,,,,,
425_0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,,39,39,39,
425_1,32,32,32,33,33,33,33,33,33,32,32,32,32,32,,,32,32,32,
425_2,15,15,15,15,15,15,15,15,16,15,15,15,15,15,,,15,15,15,
425_3,0.000139,0.000694,0.000694,0.000694,0.001667,0.001667,0.000139,0.000833,0.000833,0.002778,0.000139,0.000139,0.000417,0.000417,0.000278,0.000278,0.000278,0.000139,0.000278,
425_4,93.96,93.96,93.96,93.96,93.96,93.96,93.97,93.97,93.97,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.96,
425_5,8680,8680,8680,8680,8750,8750,8540,8540,8890,8890,8890,8750,8680,8680,8680,8680,8680,9170,9170,
425_6,8750,8750,8750,8750,8750,8750,8750,8750,8890,8680,8680,8750,8890,8890,8750,8750,8680,9170,9170,
425_7,8680,8680,8680,8680,8890,8890,8680,8680,8750,8750,8750,8750,8750,8750,8680,8680,8680,9170,9170,
425_8,8680,8680,8680,8680,8750,8750,8750,8750,8890,8750,8750,8750,8890,8890,8680,8680,8680,9170,9170,
425_9,,,,,,,,,,,,,,,,,,,,
426_0,38,38,38,38,38,38,38,38,39,39,38,38,38,38,38,38,37,37,37,
426_1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,
426_2,15,15,15,14,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,
426_3,0.000417,0.000417,0.000278,0.000278,0.000139,0.000139,0.000139,0.000556,0.000556,0.000139,0.000417,0.000417,0.000417,0.000417,0.000556,0.000278,0.000278,0.000694,0.000139,
426_4,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,
426_5,8680,8890,8890,8890,8750,8750,8750,8890,8890,8680,8680,8680,8750,8750,8680,8680,8680,9170,9170,
426_6,8680,8890,8890,8890,8680,8680,8680,8890,8890,8680,8680,8750,8680,8680,8680,8750,8750,9170,9170,
426_7,8750,8890,8890,8890,8680,8680,8750,8890,8890,8680,8680,8750,8680,8680,8680,8750,8750,9170,9170,
426_8,8680,8890,8890,8890,8750,8750,8750,8890,8890,8680,8680,8750,8750,8750,8680,8750,8750,9170,9170,
426_9,,,,,,,,,,,,,,,,,,,,
427_0,68,68,68,68,68,68,68,67,67,67,67,67,68,68,68,67,68,68,68,
427_1,54,54,53,53,54,53,53,53,53,53,54,54,53,54,54,53,53,53,53,
427_2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
427_3,0.500972,0.502083,0.500972,0.500972,0.500833,0.500833,0.501944,0.500833,0.500833,0.50125,0.500556,0.500556,0.501111,0.501111,0.500833,0.500694,0.500694,0.5025,0.502083,
427_4,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,75.54,
427_5,9170,,,9310,9170,9170,9170,9170,9170,9310,9310,9310,9170,9170,9170,9170,9170,9170,9100,
427_6,9310,,,9310,9170,9170,9170,9310,9310,9310,9310,9310,9100,9100,9310,9170,9170,9310,9100,
427_7,9170,,,9310,9170,9170,9100,9170,9170,9170,9170,9170,9170,9170,9170,9310,9310,9310,9170,
427_8,9310,,,9310,9170,9170,9170,9310,9310,9310,9310,9310,9170,9170,9310,9310,9310,9170,9170,
427_9,,,,,,,,,,,,,,,,,,,,
428_0,80,80,79,80,80,79,77,77,80,80,79,79,79,79,79,79,79,79,79,
428_1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,
428_2,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,13,13,13,
428_3,0.494306,0.495139,0.497361,0.497361,0.496389,0.496389,0.493472,0.495417,0.495417,0.497222,0.496806,0.496806,0.494861,0.494861,0.4975,0.495972,0.495972,0.495556,0.497222,
428_4,91.37,91.37,91.36,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,91.37,
428_5,9170,9170,9170,9170,9100,9100,9170,9310,9310,9170,9170,9170,9310,9310,9310,9170,9170,9310,9310,
428_6,9310,9170,9170,9170,9170,9170,9170,9170,9170,9310,9310,9170,9310,9310,9170,9170,9170,9170,9170,
428_7,9170,9310,9310,9170,9170,9170,9170,9170,9170,9170,9170,9310,9310,9310,9170,9310,9310,9170,9170,
428_8,9170,9310,9310,9170,9170,9170,9170,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,
428_9,,,,,,,,,,,,,,,,,,,,
429_0,43,42,42,42,46,46,44,44,44,44,44,44,42,42,,45,45,43,43,
429_1,34,36,36,35,37,37,39,38,38,37,37,38,36,36,,35,35,36,36,
429_2,14,14,14,14,13,13,14,17,17,13,13,14,13,13,,13,13,14,13,
429_3,0.014306,0.013889,0.014444,0.014444,0.027361,0.027361,0.075694,0.054583,0.054583,0.042639,0.039306,0.039306,0.03125,0.03125,0.03,0.035417,0.035417,0.032639,0.031528,
429_4,53.91,53.91,53.12,50.97,50.97,45.08,50.18,50.18,53.47,54.11,54.11,55.02,55.02,59.08,58.64,58.64,54.51,53.7,53.7,
429_5,9310,9310,9310,9380,9170,9170,9310,9310,9310,9310,9310,9170,9310,9310,9310,9310,9310,9380,9310,
429_6,9310,9310,9310,9310,9310,9310,9380,9380,9380,9380,9380,9310,9310,9310,9310,9380,9380,9380,9310,
429_7,9170,9170,9170,9170,9310,9310,9170,9310,9310,9310,9310,9170,9170,9170,9170,9310,9310,9170,9170,
429_8,9310,9310,9310,9170,9170,9170,9170,9310,9310,9310,9310,9170,9170,9170,9170,9170,9170,9170,9170,
429_9,,,,,,,,,,,,,,,,,,,,
430_0,79,79,79,79,79,79,79,79,80,80,79,79,79,79,79,79,79,79,79,
430_1,53,53,53,53,53,53,53,53,54,54,53,53,53,53,53,53,53,53,53,
430_2,14,14,14,13,13,14,13,13,14,14,13,14,14,13,13,13,13,13,13,
430_3,0.501111,0.501667,0.501528,0.501528,0.500833,0.500833,0.501528,0.500694,0.500694,0.50125,0.500972,0.500972,0.501806,0.501806,0.50125,0.500833,0.500833,0.502361,0.501528,
430_4,75.9,75.9,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,75.91,
430_5,9310,9380,9380,9310,9170,9170,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,
430_6,9310,9310,9310,9310,9310,9310,9310,9310,9310,9380,9380,9310,9310,9310,9380,9310,9310,9310,9310,
430_7,9170,9310,9310,9170,9170,9170,9170,9170,9170,9310,9310,9170,9170,9170,9170,9170,9170,9170,9170,
430_8,9170,9310,9310,9170,9170,9170,9170,9170,9170,9310,9310,9170,9170,9170,9170,9170,9170,9170,9170,
430_9,,,,,,,,,,,,,,,,,,,,
431_0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,68,68,69,69,68,
431_1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,
431_2,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,13,13,13,
431_3,0.499583,0.500556,0.500139,0.500139,0.499444,0.499444,0.500139,0.500556,0.500556,0.499306,0.499861,0.499861,0.500833,0.500833,0.499861,0.500278,0.500278,0.500417,0.5,
431_4,93.39,93.39,93.39,93.39,93.39,93.39,93.39,93.39,93.39,93.38,93.38,93.39,93.39,93.39,93.39,93.39,93.39,93.36,93.36,
